customer_id,home_city,signup_date,preferred_channel,true_segment
CUST000057,Hyderabad,2026-07-02,Website/App,Promotion-Driven
CUST000058,Faisalabad,2026-05-25,Dine-in,Frequent
CUST000059,Rawalpindi,2026-05-16,Dine-in,Frequent
CUST000060,Rawalpindi,2026-04-24,Takeaway,Occasional
CUST000061,Multan,2026-01-08,Dine-in,Frequent
CUST000062,Lahore,2025-12-11,Website/App,High-Value Loyal
CUST000063,Islamabad,2025-11-12,Takeaway,Frequent
CUST000064,Hyderabad,2026-07-08,Dine-in,Frequent
CUST000065,Quetta,2026-08-01,Dine-in,Occasional
CUST000066,Hyderabad,2026-01-07,Dine-in,At-Risk
CUST000067,Islamabad,2025-11-30,Dine-in,Frequent
CUST000068,Karachi,2026-09-11,Takeaway,New
CUST000069,Karachi,2025-10-06,Dine-in,Occasional
CUST000070,Rawalpindi,2026-07-09,Website/App,Frequent
CUST000071,Lahore,2026-06-26,Dine-in,Occasional
CUST000072,Islamabad,2025-12-31,Dine-in,Occasional
CUST000073,Peshawar,2026-03-22,Website/App,Promotion-Driven
CUST000074,Peshawar,2026-01-08,Takeaway,Occasional
CUST000075,Multan,2026-08-19,Website/App,At-Risk
CUST000076,Peshawar,2026-09-23,Dine-in,New
CUST000077,Karachi,2026-03-22,Dine-in,At-Risk
CUST000078,Faisalabad,2026-06-14,Dine-in,Occasional
CUST000079,Rawalpindi,2026-05-15,Dine-in,High-Value Loyal
CUST000080,Faisalabad,2025-09-20,Third-Party Delivery,Frequent
CUST000081,Sialkot,2025-09-06,Dine-in,High-Value Loyal
CUST000082,Lahore,2026-05-02,Takeaway,Occasional
CUST000083,Rawalpindi,2025-11-17,Third-Party Delivery,Promotion-Driven
CUST000084,Sialkot,2026-04-16,Third-Party Delivery,Promotion-Driven
CUST000085,Karachi,2025-12-13,Website/App,Occasional
CUST000086,Lahore,2025-10-06,Takeaway,Occasional
CUST000087,Sialkot,2026-01-25,Third-Party Delivery,Frequent
CUST000088,Quetta,2025-09-04,Takeaway,Frequent
CUST000089,Lahore,2026-09-12,Dine-in,New
CUST000090,Karachi,2025-12-23,Takeaway,At-Risk
CUST000091,Quetta,2025-10-19,Third-Party Delivery,High-Value Loyal
CUST000092,Karachi,2026-03-12,Takeaway,Frequent
CUST000093,Quetta,2026-05-05,Dine-in,High-Value Loyal
CUST000094,Islamabad,2026-09-14,Dine-in,New
CUST000095,Faisalabad,2026-06-09,Takeaway,High-Value Loyal
CUST000096,Rawalpindi,2026-09-17,Dine-in,Promotion-Driven
CUST000097,Peshawar,2026-06-30,Website/App,Occasional
CUST000098,Sialkot,2026-04-27,Dine-in,Promotion-Driven
CUST000099,Quetta,2026-09-02,Dine-in,New
CUST000100,Karachi,2026-09-22,Dine-in,High-Value Loyal
CUST000101,Hyderabad,2026-05-10,Third-Party Delivery,Occasional
CUST000102,Islamabad,2026-08-25,Dine-in,New
CUST000103,Hyderabad,2026-09-20,Website/App,New
CUST000104,Lahore,2025-10-07,Dine-in,At-Risk
CUST000105,Quetta,2025-12-13,Dine-in,Frequent
CUST000106,Lahore,2025-09-28,Dine-in,At-Risk
CUST000107,Quetta,2025-09-23,Takeaway,Promotion-Driven
CUST000108,Quetta,2026-08-15,Takeaway,High-Value Loyal
CUST000109,Hyderabad,2026-05-10,Dine-in,At-Risk
CUST000110,Rawalpindi,2025-10-18,Dine-in,Frequent
CUST000111,,2025-12-17,Website/App,Frequent
CUST000112,Peshawar,2025-12-22,Third-Party Delivery,Promotion-Driven
CUST000113,Lahore,2026-06-05,Website/App,Frequent
CUST000114,Quetta,2025-11-15,Website/App,Frequent
CUST000115,Peshawar,2026-08-02,Website/App,At-Risk
CUST000116,Multan,2026-01-22,Website/App,Frequent
CUST000117,Lahore,2025-11-12,Dine-in,Frequent
CUST000118,Rawalpindi,2026-09-03,Website/App,New
CUST000119,Islamabad,2025-12-13,Dine-in,Frequent
CUST000120,Multan,2026-04-15,Takeaway,Promotion-Driven
CUST000121,Quetta,2026-09-15,Takeaway,New
CUST000122,Peshawar,2025-08-26,Website/App,Frequent
CUST000123,Hyderabad,2025-09-16,Website/App,Occasional
CUST000124,Sialkot,2026-06-20,Takeaway,Frequent
CUST000125,Faisalabad,2026-03-04,Third-Party Delivery,Occasional
CUST000126,Islamabad,2025-12-19,Takeaway,Frequent
CUST000127,Hyderabad,2025-08-22,Takeaway,Occasional
CUST000128,Peshawar,2026-09-13,Takeaway,New
CUST000129,Hyderabad,2026-09-19,Takeaway,New
CUST000130,Sialkot,2026-06-22,Third-Party Delivery,High-Value Loyal
CUST000131,,2025-12-12,Third-Party Delivery,Occasional
CUST000132,Islamabad,2025-10-21,Third-Party Delivery,Promotion-Driven
CUST000133,Islamabad,2026-08-14,Third-Party Delivery,At-Risk
CUST000134,Rawalpindi,2026-03-14,Website/App,Promotion-Driven
CUST000135,Islamabad,2026-05-09,Dine-in,Occasional
CUST000136,Multan,2026-09-10,Website/App,New
CUST000137,Multan,2026-05-14,Dine-in,High-Value Loyal
CUST000138,Rawalpindi,2025-08-04,Takeaway,Frequent
CUST000139,Islamabad,2025-09-26,Dine-in,Occasional
CUST000140,Peshawar,2025-09-07,Website/App,At-Risk
CUST000141,Quetta,2026-07-19,Website/App,High-Value Loyal
CUST000142,Islamabad,2025-10-15,Takeaway,Occasional
CUST000143,Multan,2026-05-06,Website/App,High-Value Loyal
CUST000144,Sialkot,2026-08-28,Website/App,New
CUST000145,Islamabad,2026-02-05,Takeaway,Occasional
CUST000146,Peshawar,2026-05-25,Website/App,Frequent
CUST000147,Rawalpindi,2026-05-09,Dine-in,Frequent
CUST000148,Hyderabad,2025-10-14,Third-Party Delivery,Occasional
CUST000149,Karachi,2026-09-19,Website/App,New
CUST000150,Multan,2025-08-21,Third-Party Delivery,At-Risk
CUST000151,Peshawar,2026-09-12,Takeaway,New
CUST000152,Hyderabad,2026-08-27,Takeaway,New
CUST000153,Islamabad,2025-08-20,Dine-in,Occasional
CUST000154,Multan,2026-01-30,Dine-in,High-Value Loyal
CUST000155,Islamabad,2025-11-15,Third-Party Delivery,At-Risk
CUST000156,Sialkot,2026-07-15,Third-Party Delivery,Frequent
CUST000157,Faisalabad,2025-12-05,Takeaway,Occasional
CUST000158,Faisalabad,2026-07-07,Website/App,At-Risk
CUST000159,Peshawar,2026-09-12,Third-Party Delivery,New
CUST000160,Quetta,2026-09-03,Website/App,Occasional
CUST000161,Multan,2026-05-13,Dine-in,Occasional
CUST000162,Hyderabad,2026-02-24,Website/App,Frequent
CUST000163,Rawalpindi,2026-08-31,Dine-in,New
CUST000164,Sialkot,2025-10-18,Dine-in,Promotion-Driven
CUST000165,Islamabad,2025-11-29,Dine-in,Frequent
CUST000166,Sialkot,2025-10-22,Dine-in,Occasional
CUST000167,Sialkot,2026-09-13,Third-Party Delivery,Occasional
CUST000168,Hyderabad,2026-09-19,Takeaway,Frequent
CUST000169,Rawalpindi,2025-10-29,Takeaway,High-Value Loyal
CUST000170,Faisalabad,2026-02-27,Takeaway,At-Risk
CUST000171,Peshawar,2025-08-12,Dine-in,Promotion-Driven
CUST000172,Quetta,2025-10-30,Takeaway,Frequent
CUST000173,Peshawar,2026-08-12,Dine-in,Frequent
CUST000174,Quetta,2026-01-17,Dine-in,Occasional
CUST000175,Sialkot,2026-08-25,Third-Party Delivery,New
CUST000176,Peshawar,2026-02-26,Dine-in,Frequent
CUST000177,Islamabad,2026-09-14,Dine-in,At-Risk
CUST000178,Hyderabad,2026-07-08,Dine-in,Occasional
CUST000179,Faisalabad,2026-08-11,Dine-in,High-Value Loyal
CUST000180,Peshawar,2026-09-19,Website/App,Frequent
CUST000181,Quetta,2025-12-05,Dine-in,At-Risk
CUST000182,Sialkot,2025-12-14,Takeaway,Occasional
CUST000183,Karachi,2025-10-20,Takeaway,Occasional
CUST000184,Multan,2026-09-07,Third-Party Delivery,High-Value Loyal
CUST000185,Faisalabad,2026-07-25,Third-Party Delivery,Promotion-Driven
CUST000186,Lahore,2025-09-24,Dine-in,Occasional
CUST000187,Islamabad,2026-02-11,Website/App,Occasional
CUST000188,Quetta,2025-08-19,Website/App,At-Risk
CUST000189,Sialkot,2026-03-28,Third-Party Delivery,Frequent
CUST000190,Karachi,2025-11-21,Dine-in,Occasional
CUST000191,Rawalpindi,2025-11-10,Takeaway,Frequent
CUST000192,Rawalpindi,2026-09-22,Takeaway,Occasional
CUST000193,Faisalabad,2026-03-23,Website/App,Frequent
CUST000194,Hyderabad,2026-01-26,Takeaway,Frequent
CUST000195,Karachi,2026-01-03,Dine-in,Occasional
CUST000196,Islamabad,2026-09-24,Third-Party Delivery,High-Value Loyal
CUST000197,Rawalpindi,2026-09-11,Website/App,At-Risk
CUST000198,Peshawar,2025-11-24,Third-Party Delivery,Promotion-Driven
CUST000199,Islamabad,2025-11-22,Takeaway,Promotion-Driven
CUST000200,Sialkot,2025-08-12,Dine-in,Frequent
CUST000201,Hyderabad,2026-07-03,Takeaway,Promotion-Driven
CUST000202,Peshawar,2026-09-11,Website/App,New
CUST000203,Quetta,2026-01-15,Takeaway,Frequent
CUST000204,Multan,2025-12-20,Website/App,At-Risk
CUST000205,Islamabad,2025-09-04,Dine-in,Promotion-Driven
CUST000206,Quetta,2026-08-30,Takeaway,Occasional
CUST000207,Peshawar,2026-09-12,Dine-in,New
CUST000208,Faisalabad,2026-06-24,Takeaway,Occasional
CUST000209,Multan,2026-09-11,Third-Party Delivery,New
CUST000210,Peshawar,2026-07-13,Third-Party Delivery,Frequent
CUST000211,Peshawar,2026-05-01,Dine-in,Promotion-Driven
CUST000212,Lahore,2026-09-23,Dine-in,New
CUST000213,Peshawar,2025-09-28,Dine-in,Occasional
CUST000214,Islamabad,2026-09-18,Takeaway,New
CUST000215,Lahore,2026-09-15,Dine-in,New
CUST000216,Islamabad,2025-08-19,Dine-in,Promotion-Driven
CUST000217,Rawalpindi,2025-09-24,Third-Party Delivery,Occasional
CUST000218,Hyderabad,2026-06-01,Takeaway,Frequent
CUST000219,Hyderabad,2026-03-10,Dine-in,Occasional
CUST000220,Islamabad,2026-01-23,Third-Party Delivery,At-Risk
CUST000221,Faisalabad,2026-08-08,Dine-in,At-Risk
CUST000222,Karachi,2026-09-06,Dine-in,High-Value Loyal
CUST000223,Hyderabad,2026-01-07,Website/App,Frequent
CUST000224,Hyderabad,2026-03-11,Takeaway,Frequent
CUST000225,Karachi,2026-06-06,Third-Party Delivery,At-Risk
CUST000226,Islamabad,2026-04-18,Dine-in,At-Risk
CUST000227,Lahore,2026-09-11,Dine-in,New
CUST000228,Peshawar,2026-09-17,Dine-in,New
CUST000229,Karachi,2026-09-22,Third-Party Delivery,New
CUST000230,Islamabad,2026-07-28,Website/App,Frequent
CUST000231,Multan,2026-03-11,Dine-in,At-Risk
CUST000232,Hyderabad,2025-07-31,Dine-in,High-Value Loyal
CUST000233,Rawalpindi,2026-08-25,Third-Party Delivery,New
CUST000234,Islamabad,2026-09-16,Dine-in,Occasional
CUST000235,Islamabad,2026-05-02,Third-Party Delivery,Occasional
CUST000236,Peshawar,2026-08-31,Dine-in,New
CUST000237,Multan,2026-08-14,Dine-in,Promotion-Driven
CUST000238,Islamabad,2026-08-12,Takeaway,Promotion-Driven
CUST000239,Rawalpindi,2026-07-09,Dine-in,Occasional
CUST000240,Sialkot,2025-11-08,Third-Party Delivery,Promotion-Driven
CUST000241,Hyderabad,2026-02-02,Dine-in,Frequent
CUST000242,Sialkot,2026-03-08,Website/App,Occasional
CUST000243,Peshawar,2025-09-04,Website/App,Occasional
CUST000244,Peshawar,2026-07-06,Takeaway,At-Risk
CUST000245,Rawalpindi,2026-09-04,Dine-in,New
CUST000246,Rawalpindi,2026-09-02,Dine-in,New
CUST000247,Karachi,2025-10-02,Takeaway,Frequent
CUST000248,Faisalabad,2026-08-03,Dine-in,Promotion-Driven
CUST000249,Hyderabad,2025-12-31,Dine-in,Promotion-Driven
CUST000250,Quetta,2026-04-16,Third-Party Delivery,Occasional
CUST000251,Multan,2026-01-05,Third-Party Delivery,Promotion-Driven
CUST000252,Peshawar,2026-07-07,Takeaway,Frequent
CUST000253,Islamabad,2026-02-25,Dine-in,Occasional
CUST000254,Faisalabad,2026-01-14,Takeaway,Occasional
CUST000255,Rawalpindi,2026-02-22,Dine-in,High-Value Loyal
CUST000256,Faisalabad,2026-07-22,Dine-in,At-Risk
CUST000257,Rawalpindi,2025-12-29,Third-Party Delivery,Occasional
CUST000258,Karachi,2026-05-10,Dine-in,High-Value Loyal
CUST000259,Quetta,2026-09-17,Dine-in,New
CUST000260,Hyderabad,2026-03-03,Dine-in,At-Risk
CUST000261,Multan,2026-07-06,Takeaway,Frequent
CUST000262,Rawalpindi,2026-09-02,Website/App,New
CUST000263,Peshawar,2026-08-26,Takeaway,New
CUST000264,Multan,2025-10-28,Website/App,Frequent
CUST000265,Lahore,2026-06-11,Dine-in,Occasional
CUST000266,Hyderabad,2026-05-18,Takeaway,At-Risk
CUST000267,Multan,2026-09-11,Third-Party Delivery,New
CUST000268,Multan,2026-05-07,Dine-in,High-Value Loyal
CUST000269,Sialkot,2025-07-31,Third-Party Delivery,Frequent
CUST000270,Karachi,2026-01-02,Website/App,Promotion-Driven
CUST000271,Rawalpindi,2025-12-24,Dine-in,At-Risk
CUST000272,Multan,2025-11-15,Third-Party Delivery,At-Risk
CUST000273,Quetta,2026-03-08,Dine-in,High-Value Loyal
CUST000274,Sialkot,2026-09-06,Takeaway,Frequent
CUST000275,Sialkot,2026-05-23,Dine-in,At-Risk
CUST000276,Hyderabad,2026-06-06,Website/App,Occasional
CUST000277,Karachi,2026-07-01,Dine-in,Promotion-Driven
CUST000278,Peshawar,2026-01-11,Takeaway,Promotion-Driven
CUST000279,Islamabad,2026-03-26,Takeaway,High-Value Loyal
CUST000280,Karachi,2026-03-14,Dine-in,Occasional
CUST000281,Quetta,2026-09-02,Third-Party Delivery,New
CUST000282,Karachi,2026-09-07,Third-Party Delivery,New
CUST000283,Sialkot,2026-03-30,Website/App,Occasional
CUST000284,Peshawar,2026-09-10,Website/App,Occasional
CUST000285,Karachi,2026-09-11,Takeaway,Occasional
CUST000286,Lahore,2026-09-18,Website/App,New
CUST000287,Rawalpindi,2026-07-03,Dine-in,Occasional
CUST000288,Quetta,2025-09-12,Website/App,Frequent
CUST000289,Sialkot,2025-12-23,Dine-in,High-Value Loyal
CUST000290,Lahore,2026-09-02,Website/App,New
CUST000291,Lahore,2026-09-04,Third-Party Delivery,New
CUST000292,Lahore,2026-09-21,Dine-in,New
CUST000293,Peshawar,2026-09-23,Third-Party Delivery,Frequent
CUST000294,Faisalabad,2026-09-16,Third-Party Delivery,New
CUST000295,Quetta,2026-07-10,Third-Party Delivery,High-Value Loyal
CUST000296,Islamabad,2026-09-16,Takeaway,New
CUST000297,Sialkot,2026-09-16,Third-Party Delivery,High-Value Loyal
CUST000298,Hyderabad,2025-11-09,Website/App,Occasional
CUST000299,Faisalabad,2026-09-23,Website/App,New
CUST000300,Islamabad,2025-08-23,Dine-in,Promotion-Driven
CUST000301,Multan,2025-12-03,Website/App,At-Risk
CUST000302,Lahore,2026-03-31,Dine-in,At-Risk
CUST000303,Hyderabad,2026-06-08,Takeaway,At-Risk
CUST000304,Sialkot,2026-08-28,Dine-in,Promotion-Driven
CUST000305,Karachi,2025-09-06,Takeaway,High-Value Loyal
CUST000306,Faisalabad,2026-03-21,Website/App,At-Risk
CUST000307,Karachi,2026-02-28,Dine-in,High-Value Loyal
CUST000308,Sialkot,2026-06-18,Website/App,Frequent
CUST000309,Karachi,2026-09-17,Dine-in,New
CUST000310,Quetta,2026-08-02,Dine-in,Occasional
CUST000311,Multan,2026-07-22,Takeaway,Frequent
CUST000312,Lahore,2026-09-08,Takeaway,New
CUST000313,Islamabad,2026-02-20,Third-Party Delivery,High-Value Loyal
CUST000314,Multan,2025-12-02,Third-Party Delivery,Promotion-Driven
CUST000315,Islamabad,2025-10-14,Dine-in,Promotion-Driven
CUST000316,Faisalabad,2026-07-01,Dine-in,Occasional
CUST000317,Faisalabad,2026-07-18,Third-Party Delivery,Occasional
CUST000318,Peshawar,2025-08-02,Takeaway,Promotion-Driven
CUST000319,Hyderabad,2026-08-19,Third-Party Delivery,Occasional
CUST000320,Rawalpindi,2026-08-29,Dine-in,Promotion-Driven
CUST000321,Multan,2025-09-23,Takeaway,Occasional
CUST000322,Karachi,2026-09-02,Takeaway,Frequent
CUST000323,Faisalabad,2026-03-05,Third-Party Delivery,Frequent
CUST000324,Sialkot,2025-11-20,Third-Party Delivery,At-Risk
CUST000325,Sialkot,2026-08-29,Dine-in,New
CUST000326,Faisalabad,2026-07-22,Third-Party Delivery,Promotion-Driven
CUST000327,Islamabad,2026-04-22,Dine-in,At-Risk
CUST000328,Islamabad,2026-09-22,Dine-in,New
CUST000329,Rawalpindi,2026-05-12,Takeaway,Occasional
CUST000330,Lahore,2025-12-05,Website/App,Occasional
CUST000331,Sialkot,2025-10-01,Takeaway,At-Risk
CUST000332,Quetta,2026-09-19,Dine-in,New
CUST000333,Rawalpindi,2026-09-14,Third-Party Delivery,At-Risk
CUST000334,Faisalabad,2026-03-25,Takeaway,Frequent
CUST000335,Multan,2026-07-07,Dine-in,Promotion-Driven
CUST000336,Faisalabad,2026-04-28,Website/App,Occasional
CUST000337,Sialkot,2026-05-13,Third-Party Delivery,Frequent
CUST000338,Islamabad,2026-05-31,Takeaway,Frequent
CUST000339,Rawalpindi,2026-01-09,Third-Party Delivery,High-Value Loyal
CUST000340,Sialkot,2026-08-26,Takeaway,New
CUST000341,Quetta,2026-03-14,Takeaway,At-Risk
CUST000342,Hyderabad,2026-08-28,Dine-in,New
CUST000343,Faisalabad,2026-08-26,Third-Party Delivery,New
CUST000344,Islamabad,2026-04-15,Takeaway,Promotion-Driven
CUST000345,Peshawar,2026-08-28,Third-Party Delivery,New
CUST000346,Hyderabad,2026-05-07,Dine-in,Frequent
CUST000347,Karachi,2026-03-16,Third-Party Delivery,High-Value Loyal
CUST000348,Islamabad,2025-10-20,Dine-in,Occasional
CUST000349,Faisalabad,2026-08-15,Takeaway,Frequent
CUST000350,Peshawar,2026-09-09,Dine-in,New
CUST000351,Multan,2025-12-10,Website/App,At-Risk
CUST000352,Sialkot,2026-09-16,Website/App,New
CUST000353,,2026-09-15,Dine-in,New
CUST000354,Hyderabad,2026-08-30,Website/App,New
CUST000355,Lahore,2026-04-23,Website/App,Occasional
CUST000356,Peshawar,2026-04-05,Dine-in,Occasional
CUST000357,Rawalpindi,2026-06-16,Third-Party Delivery,High-Value Loyal
CUST000358,Faisalabad,2026-09-15,Dine-in,New
CUST000359,Hyderabad,2026-03-13,Website/App,Occasional
CUST000360,Lahore,2025-09-08,Dine-in,Occasional
CUST000361,Lahore,2026-07-31,Dine-in,Promotion-Driven
CUST000362,Multan,2025-12-24,Dine-in,Promotion-Driven
CUST000363,Lahore,2025-11-28,Dine-in,At-Risk
CUST000364,Multan,2025-12-17,Dine-in,Frequent
CUST000365,Peshawar,2026-01-18,Third-Party Delivery,High-Value Loyal
CUST000366,Multan,2026-01-10,Dine-in,Frequent
CUST000367,Quetta,2026-05-03,Dine-in,High-Value Loyal
CUST000368,Peshawar,2025-09-10,Takeaway,Frequent
CUST000369,Quetta,2025-10-09,Takeaway,Promotion-Driven
CUST000370,Peshawar,2025-10-16,Takeaway,Occasional
CUST000371,Hyderabad,2025-11-26,Dine-in,Frequent
CUST000372,Islamabad,2026-02-12,Dine-in,High-Value Loyal
CUST000373,Multan,2026-09-19,Dine-in,New
CUST000374,Sialkot,2026-09-17,Takeaway,New
CUST000375,Rawalpindi,2026-09-10,Website/App,New
CUST000376,Lahore,2026-02-24,Website/App,At-Risk
CUST000377,Quetta,2026-01-16,Dine-in,Occasional
CUST000378,Rawalpindi,2026-05-04,Dine-in,At-Risk
CUST000379,Lahore,2026-03-26,Takeaway,Occasional
CUST000380,Lahore,2026-02-28,Dine-in,Frequent
CUST000381,Hyderabad,2026-09-17,Website/App,New
CUST000382,Karachi,2026-03-03,Takeaway,Promotion-Driven
CUST000383,Multan,2026-02-15,Website/App,High-Value Loyal
CUST000384,Lahore,2026-08-29,Takeaway,High-Value Loyal
CUST000385,Hyderabad,2026-05-26,Dine-in,Promotion-Driven
CUST000386,Hyderabad,2026-07-22,Dine-in,Occasional
CUST000387,Lahore,2025-08-10,Dine-in,Frequent
CUST000388,Islamabad,2026-08-26,Takeaway,Occasional
CUST000389,Quetta,2026-05-21,Third-Party Delivery,Occasional
CUST000390,Sialkot,2026-02-10,Dine-in,High-Value Loyal
CUST000391,Hyderabad,2026-04-01,Website/App,At-Risk
CUST000392,Peshawar,2025-08-03,Dine-in,High-Value Loyal
CUST000393,Faisalabad,2026-01-27,Third-Party Delivery,Occasional
CUST000394,Karachi,2025-12-30,Website/App,Occasional
CUST000395,Hyderabad,2026-08-20,Dine-in,Occasional
CUST000396,Faisalabad,2026-02-15,Dine-in,Occasional
CUST000397,Peshawar,2026-03-02,Takeaway,Promotion-Driven
CUST000398,Lahore,2026-05-02,Website/App,At-Risk
CUST000399,Hyderabad,2026-08-17,Dine-in,Occasional
CUST000400,,2026-08-11,Takeaway,Occasional
CUST000401,Lahore,2026-05-06,Dine-in,Promotion-Driven
CUST000402,Multan,2026-09-04,Third-Party Delivery,New
CUST000403,Peshawar,2025-11-20,Takeaway,Frequent
CUST000404,Quetta,2026-04-06,Third-Party Delivery,Promotion-Driven
CUST000405,Islamabad,2025-11-20,Dine-in,Frequent
CUST000406,Faisalabad,2026-09-10,Website/App,New
CUST000407,Karachi,2026-04-05,Third-Party Delivery,At-Risk
CUST000408,Islamabad,2025-08-14,Website/App,Promotion-Driven
CUST000409,Multan,2026-02-15,Takeaway,Occasional
CUST000410,Faisalabad,2026-01-19,Website/App,Frequent
CUST000411,Multan,2026-07-08,Dine-in,Frequent
CUST000412,Rawalpindi,2026-07-13,Third-Party Delivery,High-Value Loyal
CUST000413,Islamabad,2026-09-12,Takeaway,High-Value Loyal
CUST000414,Multan,2026-02-23,Dine-in,At-Risk
CUST000415,Hyderabad,2026-09-18,Third-Party Delivery,New
CUST000416,Multan,2026-03-27,Website/App,At-Risk
CUST000417,Karachi,2025-10-04,Takeaway,At-Risk
CUST000418,Multan,2026-06-14,Dine-in,Occasional
CUST000419,Hyderabad,2026-04-30,Dine-in,Occasional
CUST000420,Faisalabad,2025-08-13,Dine-in,Frequent
CUST000421,Peshawar,2026-09-05,Dine-in,New
CUST000422,Faisalabad,2026-05-15,Website/App,Promotion-Driven
CUST000423,Islamabad,2026-07-05,Dine-in,Occasional
CUST000424,Karachi,2025-08-13,Takeaway,Occasional
CUST000425,Multan,2025-09-11,Dine-in,Promotion-Driven
CUST000426,Hyderabad,2026-06-25,Third-Party Delivery,Occasional
CUST000427,Peshawar,2026-09-19,Website/App,New
CUST000428,Quetta,2026-09-18,Third-Party Delivery,New
CUST000429,Rawalpindi,2025-08-25,Takeaway,Occasional
CUST000430,Multan,2025-12-11,Dine-in,Occasional
CUST000431,Peshawar,2026-02-10,Dine-in,Frequent
CUST000432,Sialkot,2026-09-17,Dine-in,New
CUST000433,Faisalabad,2026-03-20,Takeaway,Frequent
CUST000434,Karachi,2026-01-14,Dine-in,Occasional
CUST000435,Quetta,2026-01-19,Website/App,Occasional
CUST000436,Hyderabad,2026-08-24,Website/App,At-Risk
CUST000437,Lahore,2026-09-15,Dine-in,New
CUST000438,Quetta,2026-08-28,Dine-in,New
CUST000439,Lahore,2026-03-03,Dine-in,Occasional
CUST000440,Faisalabad,2025-12-07,Third-Party Delivery,At-Risk
CUST000441,Multan,2026-09-08,Website/App,New
CUST000442,Islamabad,2025-08-09,Dine-in,At-Risk
CUST000443,Karachi,2026-08-18,Dine-in,At-Risk
CUST000444,Lahore,2026-05-03,Third-Party Delivery,Occasional
CUST000445,Multan,2025-08-26,Dine-in,Frequent
CUST000446,Quetta,2026-09-16,Website/App,New
CUST000447,Hyderabad,2026-06-28,Dine-in,Occasional
CUST000448,,2025-09-04,Takeaway,At-Risk
CUST000449,Multan,2026-09-03,Dine-in,High-Value Loyal
CUST000450,Islamabad,2026-06-29,Website/App,High-Value Loyal
