rating_id,customer_id,item_id,restaurant_id,order_id,rating,review_date
RATE0000062,CUST002982,M0133,R008,ORD0008570,4,2026-09-19
RATE0000063,CUST003856,M0124,R016,ORD0001825,3,2026-09-26
RATE0000064,CUST002145,M0151,R011,ORD0001241,4,2026-09-02
RATE0000065,CUST003726,M0033,R008,ORD0008431,4,2026-06-25
RATE0000066,CUST001806,M0113,R008,ORD0007715,0,2026-08-17
RATE0000067,CUST003679,M0080,R018,ORD0005608,4,2026-09-22
RATE0000068,CUST003640,M0019,R007,ORD0007081,5,2026-08-05
RATE0000069,CUST001528,M0130,R001,ORD0004348,4,2026-08-06
RATE0000070,CUST003111,M0113,R019,ORD0008503,3,2026-04-05
RATE0000071,CUST003978,M0065,R011,ORD0005261,4,2026-04-24
RATE0000072,CUST000130,M0107,R010,ORD0008370,5,2026-07-20
RATE0000073,CUST001304,M0083,R007,ORD0000542,4,2026-09-01
RATE0000074,CUST000782,M0106,R008,ORD0002529,4,2026-04-11
RATE0000075,CUST001593,M0061,R007,ORD0002010,4,2025-09-05
RATE0000076,CUST003156,M0149,R007,ORD0000391,5,2026-07-06
RATE0000077,CUST003703,M0098,R020,ORD0002301,5,2026-08-27
RATE0000078,CUST001337,M0152,R010,ORD0007124,4,2026-03-07
RATE0000079,CUST002542,M0087,R006,ORD0002438,4,2026-07-04
RATE0000080,CUST003093,M0138,R009,ORD0001607,4,2026-09-08
RATE0000081,CUST000869,M0133,R008,ORD0000703,4,2025-12-02
RATE0000082,CUST001712,M0148,R011,ORD0008073,4,2026-05-20
RATE0000083,CUST002100,M0007,R011,ORD0003623,4,2026-09-08
RATE0000084,CUST000782,M0025,R014,ORD0001848,3,2026-09-26
RATE0000085,CUST000538,M0009,R010,ORD0003507,4,2026-07-30
RATE0000086,CUST000293,M0122,R007,ORD0001172,4,2026-09-25
RATE0000087,CUST000368,M0042,R017,ORD0003081,4,2026-05-31
RATE0000088,CUST000217,M0042,R004,ORD0008416,5,2025-10-06
RATE0000089,CUST001872,M0099,R009,ORD0004572,4,2026-01-30
RATE0000090,CUST002145,M0143,R011,ORD0001241,4,2026-09-01
RATE0000091,CUST002263,M0086,R010,ORD0005616,5,2026-02-09
RATE0000092,CUST000197,M0099,R014,ORD0002270,4,2026-09-14
RATE0000093,CUST002588,M0078,R018,ORD0001161,3,2026-09-24
RATE0000094,CUST002648,M0097,R016,ORD0007550,4,2026-09-25
RATE0000095,CUST002637,M0057,R017,ORD0002970,4,2026-09-24
RATE0000096,CUST002905,M0020,R011,ORD0006391,3,2026-07-28
RATE0000097,CUST000401,M0119,R002,ORD0003551,3,2026-06-17
RATE0000098,CUST001850,M0032,R020,ORD0007385,5,2026-08-02
RATE0000099,CUST002544,M0122,R005,ORD0008904,4,2026-09-22
RATE0000100,CUST002228,M0004,R009,ORD0001359,4,2026-09-18
RATE0000101,CUST000543,M0103,R012,ORD0005498,4,2026-06-11
RATE0000102,CUST003569,M0025,R003,ORD0008241,4,2026-09-11
RATE0000103,CUST002002,M0062,R010,ORD0008982,3,2026-01-25
RATE0000104,CUST000279,M0097,R013,ORD0000102,3,2026-09-10
RATE0000105,CUST001745,M0122,R007,ORD0008404,5,2026-05-03
RATE0000106,CUST002686,M0005,R018,ORD0006549,4,2026-08-24
RATE0000107,CUST003674,M0001,R002,ORD0001963,5,2026-08-24
RATE0000108,CUST002603,M0027,R006,ORD0006706,3,2026-09-04
RATE0000109,CUST001857,M0135,R003,ORD0001745,4,2026-09-17
RATE0000110,CUST000300,M0038,R006,ORD0002644,3,2026-01-18
RATE0000111,CUST002408,M0004,R014,ORD0003228,5,2026-04-26
RATE0000112,CUST003048,M0014,R004,ORD0003635,0,2026-04-28
RATE0000113,CUST001939,M0036,R012,ORD0001829,4,2026-03-29
RATE0000114,CUST001712,M0122,R003,ORD0006868,5,2026-08-08
RATE0000115,CUST003470,M0073,R019,ORD0000400,4,2026-05-27
RATE0000116,CUST002908,M0032,R003,ORD0007958,4,2026-07-22
RATE0000117,CUST003850,M0019,R017,ORD0000101,4,2026-08-10
RATE0000118,CUST003963,M0092,R010,ORD0002229,3,2026-08-03
RATE0000119,CUST002322,M0079,R008,ORD0008653,5,2026-06-07
RATE0000120,CUST000721,M0123,R007,ORD0006103,4,2026-04-01
RATE0000121,CUST001417,M0135,R018,ORD0007631,5,2026-04-28
RATE0000122,CUST003461,M0020,R020,ORD0004542,5,2026-09-07
RATE0000123,CUST003525,M0086,R019,ORD0001861,4,2026-06-26
RATE0000124,CUST001683,M0120,R007,ORD0003758,5,2025-11-14
RATE0000125,CUST002247,M0053,R005,ORD0006846,4,2026-09-05
RATE0000126,CUST003044,M0135,R006,ORD0008229,3,2026-01-22
RATE0000127,CUST000214,M0131,R003,ORD0005929,3,2026-09-20
RATE0000128,CUST000866,M0121,R011,ORD0003222,3,2025-12-29
RATE0000129,CUST000979,M0009,R012,ORD0003126,4,2025-12-24
RATE0000130,CUST002236,M0029,R008,ORD0002414,4,2026-06-11
RATE0000131,CUST003847,M0054,R005,ORD0003742,3,2026-08-14
RATE0000132,CUST001781,M0091,R003,ORD0002881,5,2026-05-21
RATE0000133,CUST001853,M0093,R001,ORD0005655,4,2026-08-07
RATE0000134,CUST001578,M0128,R019,ORD0006958,3,2026-04-29
RATE0000135,CUST000965,M0109,R007,ORD0001706,4,2026-09-01
RATE0000136,CUST002544,M0001,R010,ORD0003807,5,2026-09-05
RATE0000137,CUST002828,M0120,R007,ORD0002233,5,2025-10-15
RATE0000138,CUST001803,M0107,R016,ORD0007578,3,2026-09-12
RATE0000139,CUST000314,M0053,R016,ORD0006189,3,2026-01-01
RATE0000140,CUST000565,M0067,R009,ORD0003843,4,2026-08-16
RATE0000141,CUST000852,M0037,R020,ORD0006484,5,2026-07-18
RATE0000142,CUST001242,M0099,R005,ORD0003517,5,2026-07-13
RATE0000143,CUST000625,M0103,R019,ORD0006703,3,2026-09-12
RATE0000144,CUST003982,M0063,R008,ORD0005000,5,2026-06-28
RATE0000145,CUST000112,M0087,R017,ORD0004365,5,2026-04-20
RATE0000146,CUST003840,M0014,R003,ORD0001997,5,2026-06-23
RATE0000147,CUST001562,M0093,R016,ORD0003902,4,2026-05-09
RATE0000148,CUST002208,M0099,R016,ORD0000052,4,2026-08-22
RATE0000149,CUST001211,M0003,R020,ORD0003203,5,2026-08-29
RATE0000150,CUST001159,M0124,R016,ORD0002123,4,2026-01-11
RATE0000151,CUST000255,M0093,R014,ORD0002808,3,2026-03-25
RATE0000152,CUST002074,M0090,R004,ORD0001123,5,2026-06-18
RATE0000153,CUST002879,M0108,R016,ORD0005469,4,2026-08-01
RATE0000154,CUST003677,M0118,R009,ORD0000555,3,2025-12-02
RATE0000155,CUST002390,M0020,R006,ORD0004445,4,2026-08-26
RATE0000156,CUST002809,M0133,R013,ORD0005210,4,2026-08-13
RATE0000157,CUST001331,M0060,R017,ORD0008112,3,2026-05-05
RATE0000158,CUST000322,M0084,R001,ORD0003493,3,2026-09-07
RATE0000159,CUST000277,M0099,R001,ORD0004133,5,2026-07-12
RATE0000160,CUST000869,M0065,R008,ORD0002065,4,2026-01-31
RATE0000161,CUST001859,M0124,R007,ORD0001457,5,2026-07-22
RATE0000162,CUST003275,M0066,R011,ORD0004294,4,2026-07-14
RATE0000163,CUST001309,M0079,R005,ORD0002380,4,2026-07-15
RATE0000164,CUST003868,M0082,R008,ORD0005716,3,2025-12-15
RATE0000165,CUST002988,M0132,R004,ORD0007503,3,2026-02-13
RATE0000166,CUST003929,M0044,R014,ORD0008249,5,2026-07-23
RATE0000167,CUST003948,M0042,R015,ORD0007910,4,2026-08-25
RATE0000168,CUST002216,M0135,R019,ORD0002725,4,2026-09-11
RATE0000169,CUST003875,M0117,R016,ORD0001315,5,2026-07-30
RATE0000170,CUST001423,M0029,R006,ORD0008673,3,2026-08-06
RATE0000171,CUST002347,M0114,R009,ORD0007780,4,2026-08-12
RATE0000172,CUST003611,M0136,R013,ORD0006996,4,2026-06-15
RATE0000173,CUST001504,M0149,R010,ORD0003702,5,2026-09-06
RATE0000174,CUST002376,M0063,R019,ORD0005402,4,2026-04-06
RATE0000175,CUST001640,M0124,R004,ORD0001866,3,2026-03-22
RATE0000176,CUST000191,M0009,R014,ORD0006796,4,2026-05-24
RATE0000177,CUST000169,M0139,R014,ORD0001332,5,2026-08-09
RATE0000178,CUST000568,M0081,R003,ORD0001044,3,2026-05-23
RATE0000179,CUST000108,M0033,R018,ORD0006000,5,2026-08-29
RATE0000180,CUST003047,M0127,R017,ORD0003878,5,2026-07-31
RATE0000181,CUST001511,M0156,R017,ORD0003116,3,2026-09-13
RATE0000182,CUST001723,M0072,R007,ORD0003571,4,2026-02-18
RATE0000183,CUST000124,M0148,R020,ORD0000776,4,2026-07-30
RATE0000184,CUST002813,M0007,R020,ORD0002823,3,2026-05-29
RATE0000185,CUST000528,M0054,R008,ORD0003362,4,2026-09-12
RATE0000186,CUST001803,M0001,R016,ORD0007578,5,2026-09-08
RATE0000187,CUST002908,M0091,R003,ORD0007958,5,2026-07-27
RATE0000188,CUST000846,M0117,R020,ORD0008315,5,2026-08-01
RATE0000189,CUST002809,M0093,R013,ORD0005210,3,2026-08-09
RATE0000190,CUST002242,M0032,R018,ORD0005622,4,2026-07-28
RATE0000191,CUST003809,M0119,R017,ORD0005990,2,2026-08-22
RATE0000192,CUST003599,M0003,R016,ORD0007420,4,2026-09-04
RATE0000193,CUST002511,M0120,R020,ORD0000946,4,2026-08-01
RATE0000194,CUST001264,M0105,R019,ORD0005365,5,2026-07-01
RATE0000195,CUST000547,M0051,R014,ORD0000490,3,2026-05-25
RATE0000196,CUST001791,M0123,R008,ORD0008363,4,2026-09-02
RATE0000197,CUST000713,M0091,R018,ORD0005012,5,2025-12-04
RATE0000198,CUST001023,M0092,R012,ORD0005831,3,2026-09-16
RATE0000199,CUST002982,M0004,R018,ORD0003637,4,2026-09-05
RATE0000200,CUST001713,M0131,R003,ORD0001052,4,2025-12-13
RATE0000201,CUST001675,M0022,R014,ORD0006953,3,2026-08-08
RATE0000202,CUST001179,M0148,R010,ORD0002046,4,2026-09-11
RATE0000203,CUST001215,M0138,R003,ORD0006919,4,2026-08-18
RATE0000204,CUST001476,M0068,R020,ORD0003924,4,2026-07-01
RATE0000205,CUST000096,M0133,R014,ORD0006460,3,2026-09-28
RATE0000206,CUST000915,M0067,R018,ORD0002421,4,2026-09-23
RATE0000207,CUST002046,M0114,R001,ORD0002576,5,2026-06-04
RATE0000208,CUST000472,M0099,R001,ORD0006581,5,2026-09-26
RATE0000209,CUST002718,M0121,R020,ORD0001899,3,2026-09-27
RATE0000210,CUST001119,M0043,R012,ORD0003170,3,2026-07-13
RATE0000211,CUST003982,M0119,R005,ORD0005457,3,2026-07-06
RATE0000212,CUST001674,M0069,R016,ORD0005377,4,2026-09-03
RATE0000213,CUST000752,M0057,R007,ORD0007881,4,2026-09-04
RATE0000214,CUST001264,M0010,R019,ORD0003475,4,2026-07-18
RATE0000215,CUST002072,M0105,R009,ORD0007353,5,2026-08-30
RATE0000216,CUST000765,M0135,R011,ORD0007016,3,2026-05-16
RATE0000217,CUST001073,M0094,R019,ORD0006355,4,2026-09-09
RATE0000218,CUST002867,M0135,R015,ORD0000503,3,2026-09-20
RATE0000219,CUST000203,M0019,R018,ORD0005904,4,2026-06-20
RATE0000220,CUST002549,M0098,R018,ORD0005955,5,2026-09-22
RATE0000221,CUST000973,M0037,R017,ORD0000242,4,2026-08-20
RATE0000222,CUST001043,M0063,R007,ORD0000252,4,2026-05-04
RATE0000223,CUST003326,M0007,R016,ORD0003406,4,2026-09-10
RATE0000224,CUST002269,M0105,R014,ORD0000911,4,2026-03-26
RATE0000225,CUST000561,M0002,R006,ORD0004613,4,2026-05-08
RATE0000226,CUST003321,M0093,R005,ORD0001374,3,2026-07-27
RATE0000227,CUST002797,M0042,R009,ORD0001746,5,2025-12-17
RATE0000228,CUST000001,M0146,R017,ORD0003520,4,2026-04-05
RATE0000229,CUST001129,M0107,R005,ORD0008334,5,2026-08-10
RATE0000230,CUST003315,M0099,R016,ORD0007348,4,2026-09-20
RATE0000231,CUST000377,M0135,R020,ORD0000975,4,2026-09-24
RATE0000232,CUST000475,M0093,R020,ORD0005562,4,2026-09-27
RATE0000233,CUST000222,M0068,R011,ORD0007858,4,2026-09-25
RATE0000234,CUST000920,M0053,R010,ORD0003952,2,2026-07-10
RATE0000235,CUST003993,M0036,R016,ORD0008797,5,2026-09-23
RATE0000236,CUST002749,M0082,R009,ORD0005451,4,2026-09-01
RATE0000237,CUST000047,M0063,R006,ORD0008281,4,2026-06-01
RATE0000238,CUST001851,M0079,R020,ORD0005408,5,2026-04-21
RATE0000239,CUST002933,M0135,R019,ORD0001606,5,2026-06-08
RATE0000240,CUST003183,M0055,R007,ORD0008298,3,2026-09-17
RATE0000241,CUST001670,M0064,R017,ORD0004072,5,2026-09-24
RATE0000242,CUST001037,M0006,R007,ORD0005613,4,2026-09-08
RATE0000243,CUST002544,M0073,R010,ORD0003807,4,2026-09-05
RATE0000244,CUST001593,M0135,R017,ORD0003191,3,2026-04-02
RATE0000245,CUST000196,M0120,R019,ORD0001007,5,2026-09-28
RATE0000246,CUST002989,M0120,R006,ORD0003581,5,2025-10-23
RATE0000247,CUST000067,M0119,R013,ORD0006629,4,2025-12-24
RATE0000248,CUST001331,M0087,R015,ORD0002527,4,2026-09-16
RATE0000249,CUST001071,M0022,R020,ORD0001859,4,2026-08-13
RATE0000250,CUST000603,M0022,R001,ORD0004885,4,2026-07-10
RATE0000251,CUST001985,M0092,R012,ORD0002348,3,2026-08-07
RATE0000252,CUST001264,M0129,R019,ORD0000876,4,2025-11-14
RATE0000253,CUST000574,M0006,R011,ORD0000868,4,2026-09-15
RATE0000254,CUST003152,M0065,R018,ORD0008026,4,2026-09-15
RATE0000255,CUST003318,M0067,R014,ORD0004071,4,2026-05-02
RATE0000256,CUST003023,M0133,R001,ORD0000379,4,2026-05-04
RATE0000257,CUST001241,M0036,R016,ORD0006048,4,2026-07-23
RATE0000258,CUST001934,M0129,R010,ORD0001312,5,2026-09-02
RATE0000259,CUST003515,M0051,R010,ORD0003007,4,2026-04-03
RATE0000260,CUST000005,M0079,R007,ORD0007936,4,2026-08-06
RATE0000261,CUST001422,M0094,R016,ORD0001178,3,2026-04-12
RATE0000262,CUST002809,M0047,R013,ORD0002960,4,2026-09-08
RATE0000263,CUST003263,M0094,R006,ORD0007837,4,2026-09-22
RATE0000264,CUST002385,M0081,R001,ORD0007075,4,2026-08-16
RATE0000265,CUST000870,M0135,R008,ORD0005814,4,2026-09-20
RATE0000266,CUST001752,M0123,R005,ORD0007168,3,2026-06-08
RATE0000267,CUST003432,M0147,R003,ORD0004779,4,2026-03-28
RATE0000268,CUST000326,M0148,R005,ORD0005629,4,2026-07-29
RATE0000269,CUST003694,M0131,R014,ORD0001960,3,2026-01-03
RATE0000270,CUST002323,M0096,R012,ORD0005014,3,2026-07-17
RATE0000271,CUST000130,M0124,R010,ORD0004325,4,2026-09-18
RATE0000272,CUST000193,M0089,R009,ORD0008921,4,2026-04-13
RATE0000273,CUST003636,M0097,R010,ORD0006575,3,2026-07-01
RATE0000274,CUST000154,M0036,R006,ORD0002648,3,2026-07-06
RATE0000275,CUST002454,M0003,R011,ORD0007656,3,2026-09-24
RATE0000276,CUST002334,M0154,R015,ORD0002138,5,2026-07-30
RATE0000277,CUST002317,M0003,R016,ORD0000778,4,2026-08-09
RATE0000278,CUST000339,M0001,R011,ORD0006136,4,2026-09-02
RATE0000279,CUST000368,M0148,R001,ORD0007648,4,2025-10-18
RATE0000280,CUST002303,M0139,R020,ORD0004826,3,2026-08-20
RATE0000281,CUST000695,M0093,R006,ORD0000090,3,2026-09-06
RATE0000282,CUST000273,M0089,R008,ORD0007805,4,2026-09-28
RATE0000283,CUST000143,M0133,R006,ORD0001105,4,2026-08-10
RATE0000284,CUST001347,M0017,R016,ORD0004107,6,2026-09-06
RATE0000285,CUST001202,M0004,R018,ORD0001818,4,2026-09-12
RATE0000286,CUST001925,M0111,R016,ORD0004477,4,2026-04-19
RATE0000287,CUST000277,M0050,R001,ORD0008169,3,2026-08-09
RATE0000288,CUST000407,M0019,R005,ORD0008006,4,2026-05-25
RATE0000289,CUST001710,M0051,R001,ORD0000018,4,2026-06-13
RATE0000290,CUST002587,M0111,R015,ORD0000545,5,2026-07-29
RATE0000291,CUST000102,M0041,R013,ORD0003022,4,2026-09-22
RATE0000292,CUST000110,M0042,R009,ORD0002122,4,2026-08-22
RATE0000293,CUST000834,M0138,R015,ORD0000380,4,2026-07-17
RATE0000294,CUST001524,M0135,R011,ORD0008821,4,2026-08-06
RATE0000295,CUST003128,M0081,R004,ORD0006531,5,2025-09-26
RATE0000296,CUST000124,M0128,R010,ORD0006078,3,2026-09-18
RATE0000297,CUST002366,M0090,R008,ORD0001602,5,2026-05-07
RATE0000298,CUST000368,M0026,R007,ORD0004054,4,2026-05-29
RATE0000299,CUST001376,M0149,R012,ORD0001385,3,2026-09-12
RATE0000300,CUST001711,M0135,R014,ORD0008075,3,2025-09-13
RATE0000301,CUST001673,M0094,R002,ORD0001329,4,2026-08-11
RATE0000302,CUST003595,M0051,R004,ORD0006153,4,2026-07-27
RATE0000303,CUST002082,M0120,R020,ORD0002005,4,2026-02-24
RATE0000304,CUST003069,M0133,R004,ORD0000614,4,2026-08-28
RATE0000305,CUST003235,M0114,R007,ORD0005322,5,2026-04-26
RATE0000306,CUST001680,M0020,R002,ORD0006033,5,2026-04-05
RATE0000307,CUST000394,M0151,R001,ORD0007848,5,2026-04-03
RATE0000308,CUST002942,M0046,R010,ORD0003783,4,2026-09-20
RATE0000309,CUST002259,M0042,R014,ORD0004565,4,2026-02-04
RATE0000310,CUST002410,M0146,R008,ORD0005581,4,2026-07-14
RATE0000311,CUST003753,M0107,R011,ORD0002180,4,2026-01-04
RATE0000312,CUST000067,M0123,R013,ORD0004909,3,2026-04-22
RATE0000313,CUST000555,M0028,R008,ORD0004581,4,2026-04-13
RATE0000314,CUST002561,M0130,R012,ORD0004637,3,2026-09-23
RATE0000315,CUST001539,M0045,R006,ORD0006007,4,2026-09-18
RATE0000316,CUST001559,M0019,R012,ORD0000345,3,2026-07-25
RATE0000317,CUST002485,M0105,R011,ORD0008061,4,2026-09-10
RATE0000318,CUST003827,M0112,R001,ORD0005775,4,2026-05-18
RATE0000319,CUST001969,M0089,R004,ORD0002102,4,2026-04-13
RATE0000320,CUST001538,M0093,R010,ORD0002450,3,2026-09-02
RATE0000321,CUST001706,M0055,R016,ORD0003323,3,2026-05-20
RATE0000322,CUST002127,M0046,R018,ORD0005320,5,2026-04-23
RATE0000323,CUST003801,M0032,R001,ORD0003537,4,2026-02-17
RATE0000324,CUST003295,M0064,R005,ORD0001974,5,2026-09-07
RATE0000325,CUST003424,M0137,R015,ORD0000591,4,2026-05-12
RATE0000326,CUST001859,M0093,R007,ORD0008931,5,2026-09-23
RATE0000327,CUST001254,M0048,R014,ORD0003336,4,2026-08-15
RATE0000328,CUST001516,M0006,R012,ORD0008125,4,2026-08-24
RATE0000329,CUST001491,M0131,R007,ORD0004061,4,2026-09-27
RATE0000330,CUST001286,M0021,R005,ORD0003287,4,2026-08-09
RATE0000331,CUST001723,M0087,R009,ORD0008274,5,2026-05-28
RATE0000332,CUST001295,M0071,R005,ORD0006225,3,2026-04-30
RATE0000333,CUST003209,M0029,R003,ORD0007121,4,2026-07-31
RATE0000334,CUST003705,M0148,R012,ORD0008076,4,2026-08-29
RATE0000335,CUST002093,M0057,R015,ORD0003763,5,2026-09-13
RATE0000336,CUST002988,M0093,R004,ORD0007503,3,2026-02-10
RATE0000337,CUST002703,M0121,R003,ORD0001626,3,2025-12-15
RATE0000338,CUST000304,M0086,R010,ORD0001693,4,2026-09-23
RATE0000339,CUST001208,M0105,R014,ORD0004364,5,2026-01-09
RATE0000340,CUST002016,M0007,R020,ORD0004190,4,2026-07-11
RATE0000341,CUST000945,M0057,R014,ORD0007424,4,2026-09-02
RATE0000342,CUST002174,M0066,R006,ORD0004648,4,2026-01-26
RATE0000343,CUST003320,M0022,R009,ORD0006599,4,2026-09-09
RATE0000344,CUST000088,M0146,R018,ORD0006085,5,2025-11-18
RATE0000345,CUST001551,M0119,R011,ORD0002509,4,2026-03-09
RATE0000346,CUST001603,M0060,R016,ORD0000803,4,2025-11-26
RATE0000347,CUST001858,M0001,R005,ORD0008421,5,2026-05-14
RATE0000348,CUST002970,M0139,R007,ORD0007218,4,2026-09-17
RATE0000349,CUST002073,M0148,R015,ORD0007728,5,2026-05-27
RATE0000350,CUST001000,M0064,R012,ORD0004587,4,2026-04-26
RATE0000351,CUST002953,M0105,R008,ORD0008035,5,2026-03-24
RATE0000352,CUST003802,M0046,R017,ORD0001036,4,2026-04-12
RATE0000353,CUST000654,M0112,R013,ORD0008413,5,2026-09-08
RATE0000354,CUST000407,M0103,R011,ORD0008138,3,2026-05-23
RATE0000355,CUST000031,M0081,R020,ORD0005062,5,2026-02-28
RATE0000356,CUST002315,M0120,R018,ORD0008870,4,2026-05-08
RATE0000357,CUST003098,M0121,R008,ORD0005886,4,2025-09-16
RATE0000358,CUST001021,M0066,R016,ORD0007726,4,2026-03-30
RATE0000359,CUST002764,M0115,R014,ORD0002660,5,2026-06-06
RATE0000360,CUST000542,M0102,R011,ORD0002312,4,2026-09-23
RATE0000361,CUST000515,M0036,R014,ORD0003993,4,2026-07-04
RATE0000362,CUST003661,M0030,R013,ORD0007467,3,2026-05-19
RATE0000363,CUST003133,M0124,R010,ORD0006643,5,2026-08-06
RATE0000364,CUST003335,M0124,R008,ORD0004248,3,2026-09-18
RATE0000365,CUST002204,M0003,R001,ORD0004270,5,2026-09-18
RATE0000366,CUST002809,M0136,R013,ORD0001446,4,2026-05-06
RATE0000367,CUST001359,M0064,R012,ORD0006904,3,2026-09-15
RATE0000368,CUST000404,M0076,R008,ORD0008789,3,2026-07-08
RATE0000369,CUST002764,M0090,R014,ORD0002259,3,2026-05-27
RATE0000370,CUST001607,M0121,R020,ORD0002439,3,2026-09-19
RATE0000371,CUST002688,M0058,R005,ORD0002249,3,2025-12-15
RATE0000372,CUST002766,M0038,R016,ORD0005677,3,2026-09-22
RATE0000373,CUST003253,M0046,R012,ORD0001388,4,2025-12-26
RATE0000374,CUST000738,M0066,R006,ORD0002239,5,2026-01-05
RATE0000375,CUST002650,M0105,R019,ORD0007202,4,2026-09-11
RATE0000376,CUST002956,M0119,R020,ORD0008636,3,2026-09-09
RATE0000377,CUST002582,M0020,R009,ORD0006476,4,2026-09-24
RATE0000378,CUST000582,M0129,R016,ORD0002963,5,2026-09-20
RATE0000379,CUST003764,M0139,R013,ORD0008791,5,2026-07-30
RATE0000380,CUST003856,M0072,R006,ORD0003357,4,2026-09-27
RATE0000381,CUST000536,M0079,R017,ORD0006705,4,2026-02-27
RATE0000382,CUST003429,M0148,R010,ORD0006797,3,2026-09-20
RATE0000383,CUST001359,M0120,R012,ORD0007587,4,2026-08-23
RATE0000384,CUST000905,M0086,R009,ORD0008758,4,2026-04-05
RATE0000385,CUST002135,M0072,R010,ORD0001043,5,2026-08-09
RATE0000386,CUST001565,M0081,R005,ORD0007123,3,2026-07-15
RATE0000387,CUST001417,M0051,R018,ORD0007631,4,2026-04-27
