order_item_id,order_id,item_id,quantity,unit_price,discount_pct,promotion_id,line_total
OI00000145,ORD0000050,M0074,1,23.71,0.0,,23.71
OI00000146,ORD0000050,M0109,1,25.87,0.0,,25.87
OI00000147,ORD0000050,M0004,1,15.93,0.0,,15.93
OI00000148,ORD0000051,M0020,1,11.02,0.0,,11.02
OI00000149,ORD0000052,M0045,1,14.35,0.0,,14.35
OI00000150,ORD0000052,M0099,1,11.02,0.0,,11.02
OI00000151,ORD0000053,M0093,1,25.56,0.0,,25.56
OI00000152,ORD0000053,M0133,2,9.14,0.0,,18.28
OI00000153,ORD0000053,M0012,1,14.79,0.0,,14.79
OI00000154,ORD0000053,M0139,2,30.72,0.0,,61.44
OI00000155,ORD0000053,M0090,2,6.63,0.0,,13.26
OI00000156,ORD0000054,M0154,2,7.1,0.0,,14.2
OI00000157,ORD0000054,M0002,2,16.25,0.0,,32.5
OI00000158,ORD0000054,M0151,1,28.99,0.0,,28.99
OI00000159,ORD0000055,M0001,1,7.05,0.0,,7.05
OI00000160,ORD0000056,M0093,1,25.56,0.0,,25.56
OI00000161,ORD0000056,M0133,-1,9.14,0.0,,9.14
OI00000162,ORD0000057,M0055,1,25.67,0.0,,25.67
OI00000163,ORD0000057,M0119,1,5.79,0.0,,5.79
OI00000164,ORD0000058,M0092,1,26.39,0.0,,26.39
OI00000165,ORD0000058,M0133,3,9.14,0.0,,27.42
OI00000166,ORD0000058,M0016,1,6.03,0.0,,6.03
OI00000167,ORD0000058,M0074,1,23.71,0.0,,23.71
OI00000168,ORD0000058,M0036,1,5.1,0.0,,5.1
OI00000169,ORD0000059,M0002,2,16.25,0.0,,32.5
OI00000170,ORD0000059,M0048,2,4.18,0.0,,8.36
OI00000171,ORD0000059,M0006,3,28.1,0.0,,84.3
OI00000172,ORD0000060,M0016,1,6.03,0.0,,6.03
OI00000173,ORD0000060,M0093,2,25.56,0.0,,51.12
OI00000174,ORD0000060,M0045,-1,14.35,0.0,,14.35
OI00000175,ORD0000060,M0099,2,11.02,0.0,,22.04
OI00000176,ORD0000061,M0130,3,16.58,0.0,,49.74
OI00000177,ORD0000061,M0129,1,8.99,0.0,,8.99
OI00000178,ORD0000061,M0059,1,34.78,0.0,,34.78
OI00000179,ORD0000061,M0152,1,12.14,0.0,,12.14
OI00000180,ORD0000061,M0002,2,16.25,0.0,,32.5
OI00000181,ORD0000061,M0121,2,11.55,0.0,,23.1
OI00000182,ORD0000062,M0081,1,6.5,0.0,,6.5
OI00000183,ORD0000062,M0020,2,11.02,0.0,,22.04
OI00000184,ORD0000062,M0115,1,19.51,0.0,,19.51
OI00000185,ORD0000062,M0111,1,39.89,0.0,,39.89
OI00000186,ORD0000062,M0157,2,4.78,0.0,,9.56
OI00000187,ORD0000063,M0073,2,15.13,0.0,,30.26
OI00000188,ORD0000063,M0016,1,6.03,0.0,,6.03
OI00000189,ORD0000063,M0041,1,20.94,0.0,,20.94
OI00000190,ORD0000063,M0138,1,10.33,0.0,,10.33
OI00000191,ORD0000063,M0063,1,33.71,0.0,,33.71
OI00000192,ORD0000063,M0100,3,13.42,0.0,,40.26
OI00000193,ORD0000063,M0108,2,17.67,0.0,,35.34
OI00000194,ORD0000064,M0095,2,7.62,0.37,PROMO002,9.6
OI00000195,ORD0000064,M0032,1,20.67,0.37,PROMO002,13.02
OI00000196,ORD0000065,M0079,2,4.36,0.0,,8.72
OI00000197,ORD0000065,M0124,1,3.79,0.0,,3.79
OI00000198,ORD0000066,M0158,2,14.15,0.0,,28.3
OI00000199,ORD0000066,M0158,3,14.15,0.0,,42.45
OI00000200,ORD0000066,M0073,1,15.13,0.0,,15.13
OI00000201,ORD0000066,M0103,2,10.97,0.0,,21.94
OI00000202,ORD0000066,M0082,1,12.21,0.0,,12.21
OI00000203,ORD0000067,M0118,2,8.47,0.0,,16.94
OI00000204,ORD0000067,M0084,1,7.82,0.0,,7.82
OI00000205,ORD0000067,M0129,1,8.99,0.0,,8.99
OI00000206,ORD0000068,M0064,1,18.19,0.0,,18.19
OI00000207,ORD0000068,M0004,1,15.93,0.0,,15.93
OI00000208,ORD0000068,M0134,1,32.33,0.0,,32.33
OI00000209,ORD0000069,M0064,1,18.19,0.0,,18.19
OI00000210,ORD0000069,M0004,2,15.93,0.0,,31.86
OI00000211,ORD0000069,M0081,1,6.5,0.0,,6.5
OI00000212,ORD0000069,M0087,2,7.54,0.0,,15.08
OI00000213,ORD0000070,M0016,2,6.03,0.0,,12.06
OI00000214,ORD0000070,M0111,1,39.89,0.0,,39.89
OI00000215,ORD0000071,M0143,2,7.82,0.0,,15.64
OI00000216,ORD0000072,M0081,1,6.5,0.0,,6.5
OI00000217,ORD0000072,M0120,1,8.63,0.0,,8.63
OI00000218,ORD0000073,M0046,1,11.86,0.0,,11.86
OI00000219,ORD0000073,M0138,1,10.33,0.0,,10.33
OI00000220,ORD0000074,M0069,2,18.78,0.0,,37.56
OI00000221,ORD0000074,M0003,1,31.6,0.0,,31.6
OI00000222,ORD0000074,M0012,1,14.79,0.0,,14.79
OI00000223,ORD0000075,M0051,2,23.06,0.0,,46.12
OI00000224,ORD0000075,M0135,3,16.69,0.0,,50.07
OI00000225,ORD0000076,M0139,3,30.72,0.0,,92.16
OI00000226,ORD0000077,M0091,1,14.39,0.0,,14.39
OI00000227,ORD0000078,M0150,3,44.53,0.0,,133.59
OI00000228,ORD0000078,M0138,1,10.33,0.0,,10.33
OI00000229,ORD0000078,M0042,1,15.93,0.0,,15.93
OI00000230,ORD0000078,M0062,1,17.45,0.0,,17.45
OI00000231,ORD0000078,M0038,1,4.25,0.0,,4.25
OI00000232,ORD0000079,M0138,2,10.33,0.0,,20.66
OI00000233,ORD0000079,M0027,1,5.69,0.0,,5.69
OI00000234,ORD0000079,M0061,1,8.36,0.0,,8.36
OI00000235,ORD0000079,M0153,1,18.69,0.0,,18.69
OI00000236,ORD0000080,M0094,1,13.55,0.0,,13.55
OI00000237,ORD0000080,M0066,2,13.13,0.0,,26.26
OI00000238,ORD0000081,M0081,3,6.5,0.0,,19.5
OI00000239,ORD0000081,M0121,2,11.55,0.0,,23.1
OI00000240,ORD0000082,M0072,1,9.21,0.0,,9.21
OI00000241,ORD0000082,M0055,1,25.67,0.0,,25.67
OI00000242,ORD0000083,M0032,2,20.67,0.0,,41.34
OI00000243,ORD0000083,M0042,2,15.93,0.0,,31.86
OI00000244,ORD0000083,M0037,1,18.87,0.0,,18.87
OI00000245,ORD0000083,M0090,1,6.63,0.0,,6.63
OI00000246,ORD0000084,M0139,1,30.72,0.0,,30.72
OI00000247,ORD0000084,M0154,1,7.1,0.0,,7.1
OI00000248,ORD0000085,M0050,1,30.79,0.0,,30.79
OI00000249,ORD0000086,M0094,1,13.55,0.0,,13.55
OI00000250,ORD0000086,M0106,1,5.92,0.0,,5.92
OI00000251,ORD0000087,M0108,1,17.67,0.0,,17.67
OI00000252,ORD0000088,M0042,2,15.93,0.0,,31.86
OI00000253,ORD0000089,M0103,1,10.97,0.0,,10.97
OI00000254,ORD0000089,M0118,1,8.47,0.0,,8.47
OI00000255,ORD0000089,M0146,1,16.76,0.0,,16.76
OI00000256,ORD0000089,M0138,1,10.33,0.0,,10.33
OI00000257,ORD0000089,M0131,1,20.87,0.0,,20.87
OI00000258,ORD0000089,M0149,1,15.65,0.0,,15.65
OI00000259,ORD0000089,M0089,2,9.11,0.0,,18.22
OI00000260,ORD0000090,M0093,1,25.56,0.0,,25.56
OI00000261,ORD0000090,M0133,1,9.14,0.0,,9.14
OI00000262,ORD0000090,M0072,1,9.21,0.0,,9.21
OI00000263,ORD0000090,M0063,1,33.71,0.0,,33.71
OI00000264,ORD0000091,M0143,1,7.82,0.0,,7.82
OI00000265,ORD0000091,M0079,1,4.36,0.0,,4.36
OI00000266,ORD0000091,M0001,2,7.05,0.0,,14.1
OI00000267,ORD0000091,M0124,1,3.79,0.0,,3.79
OI00000268,ORD0000092,M0007,1,7.77,0.0,,7.77
OI00000269,ORD0000092,M0063,3,33.71,0.0,,101.13
OI00000270,ORD0000092,M0022,1,16.69,0.0,,16.69
OI00000271,ORD0000093,M0086,2,14.42,0.0,,28.84
OI00000272,ORD0000094,M0157,1,4.78,0.0,,4.78
OI00000273,ORD0000094,M0014,1,6.49,0.0,,6.49
OI00000274,ORD0000094,M0091,1,14.39,0.0,,14.39
OI00000275,ORD0000095,M0117,1,15.78,0.0,,15.78
OI00000276,ORD0000096,M0083,1,42.19,0.0,,42.19
OI00000277,ORD0000097,M0093,1,25.56,0.0,,25.56
OI00000278,ORD0000097,M0133,1,9.14,0.0,,9.14
OI00000279,ORD0000097,M0115,1,19.51,0.0,,19.51
OI00000280,ORD0000098,M0081,1,6.5,0.0,,6.5
OI00000281,ORD0000098,M0120,1,8.63,0.0,,8.63
OI00000282,ORD0000099,M0051,1,23.06,0.0,,23.06
OI00000283,ORD0000099,M0135,2,16.69,0.0,,33.38
OI00000284,ORD0000100,M0079,1,4.36,0.0,,4.36
OI00000285,ORD0000100,M0124,1,3.79,0.0,,3.79
OI00000286,ORD0000100,M0001,1,7.05,0.0,,7.05
OI00000287,ORD0000101,M0094,1,13.55,0.0,,13.55
OI00000288,ORD0000101,M0135,2,16.69,0.0,,33.38
OI00000289,ORD0000101,M0122,1,6.63,0.0,,6.63
OI00000290,ORD0000101,M0019,1,8.39,0.0,,8.39
OI00000291,ORD0000101,M0107,1,8.4,0.0,,8.4
OI00000292,ORD0000102,M0121,2,11.55,0.0,,23.1
OI00000293,ORD0000102,M0097,2,13.14,0.0,,26.28
OI00000294,ORD0000102,M0090,1,6.63,0.0,,6.63
OI00000295,ORD0000102,M0080,1,20.77,0.0,,20.77
OI00000296,ORD0000103,M0051,1,23.06,0.0,,23.06
OI00000297,ORD0000103,M0056,2,15.07,0.0,,30.14
OI00000298,ORD0000103,M0074,3,23.71,0.0,,71.13
OI00000299,ORD0000103,M0027,1,5.69,0.0,,5.69
OI00000300,ORD0000103,M0084,2,7.82,0.0,,15.64
OI00000301,ORD0000103,M0107,1,8.4,0.0,,8.4
OI00000302,ORD0000103,M0084,2,7.82,0.0,,15.64
OI00000303,ORD0000103,M0108,1,17.67,0.0,,17.67
OI00000304,ORD0000104,M0037,1,18.87,0.0,,18.87
OI00000305,ORD0000104,M0134,3,32.33,0.0,,96.99
OI00000306,ORD0000104,M0053,1,19.76,0.0,,19.76
OI00000307,ORD0000104,M0059,1,34.78,0.0,,34.78
OI00000308,ORD0000105,M0008,1,10.19,0.0,,10.19
OI00000309,ORD0000105,M0052,3,18.6,0.0,,55.8
OI00000310,ORD0000106,M0129,1,8.99,0.0,,8.99
OI00000311,ORD0000106,M0037,1,18.87,0.0,,18.87
OI00000312,ORD0000106,M0111,1,39.89,0.0,,39.89
OI00000313,ORD0000107,M0090,1,6.63,0.0,,6.63
OI00000314,ORD0000107,M0131,1,20.87,0.0,,20.87
OI00000315,ORD0000107,M0074,3,23.71,0.0,,71.13
OI00000316,ORD0000108,M0055,2,25.67,0.0,,51.34
OI00000317,ORD0000108,M0119,1,5.79,0.0,,5.79
OI00000318,ORD0000109,M0092,1,26.39,0.0,,26.39
OI00000319,ORD0000109,M0133,1,9.14,0.0,,9.14
OI00000320,ORD0000109,M0018,1,17.27,0.0,,17.27
OI00000321,ORD0000110,M0050,3,30.79,0.0,,92.37
OI00000322,ORD0000111,M0091,3,14.39,0.0,,43.17
OI00000323,ORD0000111,M0098,2,37.98,0.0,,75.96
OI00000324,ORD0000112,M0046,2,11.86,0.0,,23.72
OI00000325,ORD0000112,M0037,2,18.87,0.0,,37.74
OI00000326,ORD0000112,M0066,1,13.13,0.0,,13.13
OI00000327,ORD0000113,M0053,2,19.76,0.0,,39.52
OI00000328,ORD0000113,M0060,2,16.49,0.0,,32.98
OI00000329,ORD0000113,M0065,1,42.52,0.0,,42.52
OI00000330,ORD0000113,M0060,1,16.49,0.0,,16.49
OI00000331,ORD0000114,M0070,1,35.1,0.0,,35.1
OI00000332,ORD0000114,M0148,1,8.63,0.0,,8.63
OI00000333,ORD0000114,M0118,1,8.47,0.0,,8.47
OI00000334,ORD0000115,M0070,1,35.1,0.0,,35.1
OI00000335,ORD0000115,M0136,3,18.77,0.0,,56.31
OI00000336,ORD0000115,M0003,1,31.6,0.0,,31.6
OI00000337,ORD0000115,M0088,2,10.32,0.0,,20.64
OI00000338,ORD0000115,M0137,1,11.35,0.0,,11.35
OI00000339,ORD0000116,M0051,-1,23.06,0.0,,23.06
OI00000340,ORD0000116,M0135,1,16.69,0.0,,16.69
OI00000341,ORD0000116,M0124,1,3.79,0.0,,3.79
OI00000342,ORD0000116,M0149,1,15.65,0.0,,15.65
OI00000343,ORD0000116,M0066,2,13.13,0.0,,26.26
OI00000344,ORD0000117,M0124,1,3.79,0.0,,3.79
OI00000345,ORD0000118,M0093,1,25.56,0.0,,25.56
OI00000346,ORD0000118,M0133,1,9.14,0.0,,9.14
OI00000347,ORD0000118,M0120,1,8.63,0.0,,8.63
OI00000348,ORD0000119,M0081,2,6.5,0.0,,13.0
OI00000349,ORD0000120,M0089,1,9.11,0.0,,9.11
OI00000350,ORD0000120,M0105,2,18.0,0.0,,36.0
OI00000351,ORD0000120,M0114,1,10.06,0.0,,10.06
OI00000352,ORD0000121,M0046,1,11.86,0.0,,11.86
OI00000353,ORD0000121,,1,10.33,0.0,,10.33
OI00000354,ORD0000121,M0064,2,18.19,0.0,,36.38
OI00000355,ORD0000122,M0141,1,15.66,0.0,,15.66
OI00000356,ORD0000122,M0043,2,3.67,0.0,,7.34
OI00000357,ORD0000122,M0068,2,22.51,0.28,PROMO005,32.41
OI00000358,ORD0000123,M0056,1,15.07,0.0,,15.07
OI00000359,ORD0000124,M0134,1,32.33,0.0,,32.33
OI00000360,ORD0000124,M0086,1,14.42,0.0,,14.42
OI00000361,ORD0000124,M0082,3,12.21,0.0,,36.63
OI00000362,ORD0000125,M0148,1,8.63,0.0,,8.63
OI00000363,ORD0000126,M0045,2,14.35,0.0,,28.7
OI00000364,ORD0000126,M0118,1,8.47,0.0,,8.47
OI00000365,ORD0000126,M0122,1,6.63,0.0,,6.63
OI00000366,ORD0000127,M0073,2,15.13,0.0,,30.26
OI00000367,ORD0000127,M0155,1,7.19,0.0,,7.19
OI00000368,ORD0000127,M0084,1,7.82,0.0,,7.82
OI00000369,ORD0000128,M0038,1,4.25,0.0,,4.25
OI00000370,ORD0000128,M0069,1,18.78,0.0,,18.78
OI00000371,ORD0000129,M0051,1,23.06,0.0,,23.06
OI00000372,ORD0000129,M0135,1,16.69,0.0,,16.69
OI00000373,ORD0000130,M0111,1,39.89,0.0,,39.89
OI00000374,ORD0000130,M0022,1,16.69,0.0,,16.69
OI00000375,ORD0000130,M0042,1,15.93,0.0,,15.93
OI00000376,ORD0000131,M0081,3,6.5,0.0,,19.5
OI00000377,ORD0000131,M0120,1,8.63,0.0,,8.63
OI00000378,ORD0000132,M0020,1,11.02,0.0,,11.02
OI00000379,ORD0000132,M0010,1,27.34,0.0,,27.34
OI00000380,ORD0000133,M0007,2,7.77,0.0,,15.54
OI00000381,ORD0000133,M0149,1,15.65,0.0,,15.65
OI00000382,ORD0000133,M0150,1,44.53,0.0,,44.53
OI00000383,ORD0000133,M0002,3,16.25,0.0,,48.75
OI00000384,ORD0000133,M0063,2,33.71,0.0,,67.42
OI00000385,ORD0000134,M0009,1,14.34,0.0,,14.34
OI00000386,ORD0000134,M0138,1,10.33,0.0,,10.33
OI00000387,ORD0000135,M0020,-1,11.02,0.0,,11.02
OI00000388,ORD0000136,M0079,1,4.36,0.0,,4.36
OI00000389,ORD0000136,M0124,2,3.79,0.0,,7.58
OI00000390,ORD0000137,M0157,1,4.78,0.0,,4.78
OI00000391,ORD0000137,M0033,1,31.05,0.0,,31.05
OI00000392,ORD0000137,M0020,1,11.02,0.0,,11.02
OI00000393,ORD0000138,M0081,2,6.5,0.0,,13.0
OI00000394,ORD0000138,M0149,1,15.65,0.0,,15.65
OI00000395,ORD0000138,M0072,1,9.21,0.28,PROMO005,6.63
OI00000396,ORD0000139,M0057,2,12.17,0.0,,24.34
OI00000397,ORD0000139,M0098,1,37.98,0.0,,37.98
OI00000398,ORD0000139,M0037,2,18.87,0.0,,37.74
OI00000399,ORD0000139,M0111,2,39.89,0.0,,79.78
OI00000400,ORD0000140,M0115,1,19.51,0.0,,19.51
OI00000401,ORD0000141,M0091,1,14.39,0.0,,14.39
OI00000402,ORD0000142,M0112,1,8.68,0.0,,8.68
OI00000403,ORD0000142,M0019,2,8.39,0.0,,16.78
OI00000404,ORD0000143,M0055,1,25.67,0.0,,25.67
OI00000405,ORD0000143,M0119,1,5.79,0.0,,5.79
OI00000406,ORD0000144,M0093,1,25.56,0.0,,25.56
OI00000407,ORD0000144,M0133,1,9.14,0.0,,9.14
OI00000408,ORD0000144,M0122,1,6.63,0.0,,6.63
OI00000409,ORD0000144,M0123,1,14.0,0.0,,14.0
OI00000410,ORD0000144,M0025,1,3.4,0.0,,3.4
OI00000411,ORD0000145,M0029,1,6.86,0.0,,6.86
OI00000412,ORD0000146,M0037,-1,18.87,0.0,,18.87
OI00000413,ORD0000146,M0153,1,18.69,0.0,,18.69
OI00000414,ORD0000146,M0128,1,7.14,0.0,,7.14
OI00000415,ORD0000147,M0046,1,11.86,0.0,,11.86
OI00000416,ORD0000147,M0138,1,10.33,0.0,,10.33
OI00000417,ORD0000148,M0095,1,7.62,0.0,,7.62
OI00000418,ORD0000149,M0131,1,20.87,0.0,,20.87
OI00000419,ORD0000149,M0152,3,12.14,0.0,,36.42
OI00000420,ORD0000149,M0114,3,10.06,0.0,,30.18
OI00000421,ORD0000150,M0072,1,9.21,0.0,,9.21
OI00000422,ORD0000150,M0083,1,42.19,0.0,,42.19
OI00000423,ORD0000150,M0027,1,5.69,0.0,,5.69
OI00000424,ORD0000151,M0118,1,8.47,0.0,,8.47
OI00000425,ORD0000152,M0105,1,18.0,0.0,,18.0
OI00000426,ORD0000152,M0121,2,11.55,0.0,,23.1
OI00000427,ORD0000153,M0105,1,18.0,0.0,,18.0
OI00000428,ORD0000153,M0121,1,11.55,0.0,,11.55
OI00000429,ORD0000153,M0131,2,20.87,0.0,,41.74
OI00000430,ORD0000153,M0131,2,20.87,0.0,,41.74
OI00000431,ORD0000154,M0072,1,9.21,0.0,,9.21
OI00000432,ORD0000155,M0055,1,25.67,0.0,,25.67
OI00000433,ORD0000155,M0119,-1,5.79,0.0,,5.79
OI00000434,ORD0000156,M0007,3,7.77,0.0,,23.31
