order_id,customer_id,restaurant_id,order_datetime,channel,promotion_id,status,total_amount
ORD0000072,CUST001341,R015,2026-04-10 21:55:04,Dine-in,,Completed,15.13
ORD0000073,CUST002249,R002,2026-06-30 22:41:04,Third-Party Delivery,,Completed,22.19
ORD0000074,CUST001157,R007,2026-09-06 21:28:04,Third-Party Delivery,,Completed,83.95
ORD0000075,CUST000467,R001,2025-12-17 14:02:04,Dine-in,,Cancelled,96.19
ORD0000076,CUST002594,R007,2026-08-15 14:41:04,Website/App,,Completed,92.16
ORD0000077,CUST003401,R001,2026-03-16 22:21:04,Dine-in,,Completed,14.39
ORD0000078,CUST003717,R006,2026-08-08 18:48:04,Takeaway,,Cancelled,181.55
ORD0000079,CUST003888,R011,2026-07-03 13:44:04,Takeaway,,Completed,53.4
ORD0000080,CUST003118,R019,2026-05-30 19:07:04,Website/App,,Completed,39.81
ORD0000081,,R007,2026-06-09 14:02:04,Third-Party Delivery,,Completed,42.6
ORD0000082,CUST003406,R020,2026-07-12 22:32:04,Takeaway,,Completed,34.88
ORD0000083,CUST001584,R009,2026-08-15 22:30:04,Website/App,,Completed,98.7
ORD0000084,CUST002908,R003,2026-06-23 19:06:04,Third-Party Delivery,,Completed,37.82
ORD0000085,CUST002108,R011,2026-05-08 22:58:04,Third-Party Delivery,,Completed,30.79
ORD0000086,CUST003302,R004,2026-04-05 22:51:04,Takeaway,,Completed,19.47
ORD0000087,CUST001689,R008,2026-05-29 20:45:04,Third-Party Delivery,PROMO005,Completed,17.67
ORD0000088,CUST000239,R004,2026-08-14 12:45:04,Dine-in,,Completed,31.86
ORD0000089,,R002,2026-09-21 18:48:04,Website/App,,Completed,101.27
ORD0000090,CUST000695,R006,2026-09-05 22:18:04,Website/App,,Completed,77.62
ORD0000091,CUST003861,R001,2026-05-28 18:42:04,Third-Party Delivery,,Completed,-30.07
ORD0000092,CUST002093,R005,2026-09-09 11:44:04,Takeaway,,Completed,125.59
ORD0000093,CUST002201,R011,2026-07-06 11:39:04,Website/App,,Completed,28.84
ORD0000094,,R016,2026-09-18 22:50:04,Dine-in,,Completed,25.66
ORD0000095,CUST002481,R015,2026-05-24 20:26:04,Dine-in,,Completed,15.78
ORD0000096,CUST001203,R008,2026-07-03 14:53:04,Dine-in,,Completed,42.19
ORD0000097,CUST001176,R015,2026-04-11 22:12:04,Website/App,,Completed,54.21
ORD0000098,CUST001995,R003,2026-05-30 18:24:04,Dine-in,,Completed,15.13
ORD0000099,CUST003464,R013,2026-06-05 19:02:04,Dine-in,,Completed,56.44
ORD0000100,CUST003173,R004,2026-04-03 20:04:04,Takeaway,,Completed,15.2
ORD0000101,CUST003850,R017,2026-08-05 12:26:04,Website/App,,Completed,70.35
ORD0000102,CUST000279,R013,2026-09-10 13:18:04,Takeaway,,Completed,76.78
ORD0000103,CUST001073,R019,2026-08-31 08:07:04,Takeaway,,Completed,187.37
ORD0000104,CUST000313,R013,2026-07-26 15:02:04,Dine-in,,Completed,170.4
ORD0000105,CUST002993,R009,2026-06-03 22:46:04,Dine-in,,Completed,65.99
ORD0000106,CUST000560,R006,2026-08-25 22:28:04,Dine-in,,Completed,67.75
ORD0000107,CUST000391,R006,2026-06-21 18:10:04,Dine-in,,Completed,98.63
ORD0000108,CUST002232,R013,2026-07-16 12:55:04,Dine-in,,Completed,57.13
ORD0000109,CUST001629,R004,2026-07-20 19:01:04,Dine-in,,Completed,52.8
ORD0000110,CUST002847,R020,2026-08-31 10:36:04,Takeaway,,Completed,92.37
ORD0000111,CUST001944,R011,2026-09-18 18:24:04,Website/App,,Completed,119.13
ORD0000112,CUST001689,R008,2026-07-22 11:44:04,Takeaway,,Completed,74.59
ORD0000113,CUST001689,R008,2026-02-04 17:38:04,Website/App,PROMO003,Completed,131.51
ORD0000114,CUST003487,R004,2026-05-12 22:14:04,Third-Party Delivery,,Completed,52.2
ORD0000115,CUST001563,R003,2026-06-15 12:19:04,Takeaway,,Completed,155.0
ORD0000116,CUST001321,R006,2026-08-21 08:35:04,Dine-in,,Completed,85.45
ORD0000117,CUST001340,R011,2026-07-09 22:05:04,Website/App,,Completed,3.79
ORD0000118,CUST000800,R013,2026-06-07 12:10:04,Dine-in,,Completed,43.33
ORD0000119,CUST003437,R003,2026-07-03 18:54:04,Dine-in,,Completed,13.0
ORD0000120,CUST000584,R006,2026-09-19 20:06:04,Dine-in,,Completed,55.17
ORD0000121,CUST003624,R007,2026-09-17 12:06:04,Dine-in,,Completed,58.57
ORD0000122,CUST001129,R015,2026-05-29 22:09:04,Third-Party Delivery,PROMO005,Completed,55.41
ORD0000123,CUST003594,R008,2026-07-01 12:50:04,Takeaway,,Completed,15.07
ORD0000124,CUST003158,R020,2026-06-21 13:56:04,Website/App,,Completed,83.38
ORD0000125,CUST002310,R013,2026-08-02 19:41:04,Website/App,,Completed,8.63
ORD0000126,CUST002655,R001,2026-02-20 11:46:04,Website/App,,Cancelled,43.8
ORD0000127,CUST001290,R007,2026-06-05 22:13:04,Takeaway,,Completed,45.27
ORD0000128,CUST002281,R008,2026-09-24 19:23:04,Takeaway,,Completed,23.03
ORD0000129,CUST001161,R002,2026-09-08 11:25:04,Dine-in,,Cancelled,39.75
ORD0000130,CUST001592,R013,2026-07-25 21:10:04,Website/App,,Completed,72.51
ORD0000131,CUST003047,R014,2026-07-14 21:22:04,Dine-in,,Completed,28.13
ORD0000132,CUST000979,R002,2026-05-16 22:58:04,Dine-in,,Completed,38.36
ORD0000133,CUST003352,R007,2025-09-15 13:06:04,Website/App,,Completed,191.89
ORD0000134,CUST001487,R002,2026-06-02 22:11:04,Third-Party Delivery,,Completed,24.67
ORD0000135,CUST002111,R002,2026-04-28 21:58:04,Dine-in,,Completed,11.02
ORD0000136,CUST003765,R005,2026-09-08 21:56:04,Website/App,,Completed,11.94
ORD0000137,CUST002708,R020,2026-06-08 13:13:04,Takeaway,,Completed,46.85
ORD0000138,CUST002567,R003,2026-06-01 21:51:04,Third-Party Delivery,PROMO005,Completed,35.28
ORD0000139,CUST002834,R017,2026-09-24 11:08:04,Dine-in,,Completed,179.84
ORD0000140,CUST003665,R016,2026-02-02 12:03:04,Takeaway,,Completed,19.51
ORD0000141,CUST000999,R010,2026-09-20 20:05:04,Website/App,,Completed,14.39
ORD0000142,CUST002430,R018,2026-06-09 14:38:04,Dine-in,,Completed,25.46
ORD0000143,CUST001586,R011,2026-09-02 13:59:04,Third-Party Delivery,,Completed,31.46
ORD0000144,CUST000046,R002,2026-02-02 12:33:04,Third-Party Delivery,,Completed,58.73
ORD0000145,CUST000495,R002,2026-03-31 22:38:04,Dine-in,,Completed,6.86
ORD0000146,CUST001287,R007,2026-08-10 12:57:04,Dine-in,,Completed,44.7
ORD0000147,CUST002245,R009,2026-08-23 20:55:04,Takeaway,,Completed,22.19
ORD0000148,CUST003524,R020,2026-08-03 19:37:04,Takeaway,,Completed,7.62
ORD0000149,CUST003159,R013,2026-08-23 12:16:04,Dine-in,,Completed,87.47
ORD0000150,CUST002200,R006,2026-09-09 22:26:04,Website/App,,Cancelled,57.09
ORD0000151,CUST000289,R010,2025-12-25 18:33:04,Third-Party Delivery,,Completed,8.47
ORD0000152,CUST001138,R012,2026-02-22 18:09:04,Dine-in,,Completed,41.1
ORD0000153,CUST001446,R019,2026-04-11 21:48:04,Website/App,,Completed,113.03
ORD0000154,CUST002470,R013,2026-08-26 20:36:04,Takeaway,,Completed,9.21
ORD0000155,CUST000252,R007,2026-07-21 21:50:04,Website/App,,Completed,31.46
ORD0000156,CUST002105,R001,2026-05-09 18:10:04,Takeaway,,Completed,61.66
ORD0000157,CUST003599,R016,2026-08-22 18:04:04,Third-Party Delivery,,Completed,-25.55
ORD0000158,CUST002810,R006,2026-08-13 20:39:04,Dine-in,,Completed,45.06
ORD0000159,CUST003182,R012,2026-02-25 13:40:04,Dine-in,,Cancelled,96.74
ORD0000160,CUST002712,R012,2026-09-11 15:39:04,Website/App,,Completed,137.18
ORD0000161,CUST000836,R018,2026-06-21 13:49:04,Takeaway,,Completed,61.44
ORD0000162,CUST000439,R002,2026-04-22 18:58:04,Dine-in,,Completed,85.52
ORD0000163,CUST003304,R019,2026-07-07 13:14:04,Takeaway,,Completed,186.93
ORD0000164,CUST002772,R006,2026-07-13 12:26:04,Takeaway,,Completed,128.33
ORD0000165,CUST002285,R006,2026-06-17 16:56:04,Website/App,,Completed,43.63
ORD0000166,CUST000770,R015,2026-05-01 18:49:04,Takeaway,,Completed,13.41
ORD0000167,CUST002390,R006,2026-02-27 14:40:04,Takeaway,,Completed,90.79
ORD0000168,CUST000116,R016,2026-08-13 13:33:04,Takeaway,,Completed,28.13
ORD0000169,CUST000472,R001,2026-06-16 20:04:04,Dine-in,,Completed,30.24
ORD0000170,,R012,2026-08-16 12:31:04,Third-Party Delivery,,Completed,21.63
ORD0000171,CUST001769,R009,2025-12-16 12:53:04,Takeaway,,Completed,34.7
ORD0000172,CUST000480,R001,2026-07-24 18:48:04,Third-Party Delivery,,Completed,12.06
ORD0000173,CUST000477,R005,2026-07-14 21:57:04,Dine-in,,Completed,4.36
ORD0000174,CUST002890,R018,2026-08-20 13:25:04,Website/App,,Completed,61.02
ORD0000175,CUST002264,R008,2026-09-17 09:32:04,Third-Party Delivery,,Completed,80.52
ORD0000176,CUST002118,R001,2026-03-25 22:20:04,Website/App,,Cancelled,62.81
ORD0000177,CUST001806,R008,2026-05-29 20:11:04,Takeaway,PROMO005,Completed,33.06
ORD0000178,CUST003904,R013,2026-08-01 20:23:04,Dine-in,,Completed,35.55
ORD0000179,CUST000189,R020,2026-08-21 16:51:04,Dine-in,,Completed,132.69
ORD0000180,CUST000735,R017,2026-04-14 12:30:04,Dine-in,PROMO002,Completed,18.62
ORD0000181,CUST002573,R002,2026-08-27 21:19:04,Dine-in,,Completed,43.84
ORD0000182,CUST000540,R015,2026-08-28 23:53:04,Takeaway,,Completed,49.77
ORD0000183,CUST002335,R007,2026-08-13 20:22:04,Dine-in,,Completed,28.68
ORD0000184,CUST002258,R013,2026-09-22 12:49:04,Third-Party Delivery,,Completed,41.58
ORD0000185,CUST003882,R017,2026-08-24 20:39:04,Dine-in,,Completed,12.51
ORD0000186,CUST003531,R004,2026-06-25 22:36:04,Dine-in,,Completed,34.12
ORD0000187,CUST003780,R013,2026-06-24 13:45:04,Dine-in,,Completed,50.16
ORD0000188,CUST000453,R010,2026-09-17 19:47:04,Website/App,,Completed,19.76
ORD0000189,CUST003471,R005,2026-09-09 12:46:04,Dine-in,,Completed,86.16
ORD0000190,CUST000511,R004,2026-09-09 12:25:04,Dine-in,,Completed,76.28
ORD0000191,CUST002516,R002,2026-09-11 10:06:04,Website/App,,Completed,33.16
ORD0000192,CUST002868,R015,2026-06-24 12:47:04,Dine-in,,Completed,12.51
ORD0000193,CUST000649,R009,2026-08-28 20:55:04,Dine-in,,Completed,101.43
ORD0000194,CUST002516,R012,2026-08-06 19:44:04,Dine-in,,Completed,33.41
ORD0000195,CUST000198,R009,2026-09-07 22:19:04,Dine-in,,Completed,34.7
ORD0000196,CUST001164,R019,2026-07-26 14:16:04,Website/App,,Cancelled,75.96
ORD0000197,CUST003676,R015,2026-03-13 18:44:04,Dine-in,,Completed,138.43
ORD0000198,CUST000698,R014,2025-12-16 17:38:04,Dine-in,,Cancelled,87.14
ORD0000199,CUST000254,R015,2026-04-28 21:25:04,Takeaway,,Completed,79.5
ORD0000200,CUST001768,R010,2026-09-23 20:05:04,Third-Party Delivery,,Completed,31.6
ORD0000201,CUST003399,R020,2026-09-10 20:18:04,Dine-in,,Completed,30.24
ORD0000202,CUST000300,R013,2025-09-26 14:39:04,Website/App,PROMO010,Completed,72.01
ORD0000203,CUST001402,R005,2026-08-26 11:18:04,Dine-in,,Completed,95.81
ORD0000204,CUST003595,R004,2026-08-08 12:21:04,Takeaway,,Completed,72.94
ORD0000205,CUST000470,R004,2026-05-01 18:05:04,Dine-in,,Completed,58.96
ORD0000206,CUST001230,R017,2026-02-17 19:12:04,Website/App,PROMO012,Completed,47.54
ORD0000207,CUST003103,R011,2026-02-21 21:49:04,Takeaway,,Completed,23.4
ORD0000208,CUST002158,R016,2025-11-27 18:33:04,Takeaway,,Completed,48.3
ORD0000209,CUST003321,R005,2026-04-23 13:40:04,Website/App,,Completed,69.9
ORD0000210,CUST000445,R006,2026-07-17 18:55:04,Takeaway,,Completed,57.13
ORD0000211,CUST003674,R002,2026-08-31 13:37:04,Website/App,,Completed,35.53
ORD0000212,CUST003733,R016,2026-09-06 23:44:04,Dine-in,,Completed,81.7
ORD0000213,CUST000623,R008,2026-09-21 13:59:04,Website/App,,Completed,70.5
ORD0000214,CUST000125,R015,2026-08-15 18:08:04,Dine-in,,Completed,48.08
ORD0000215,CUST003961,R019,2026-09-17 22:46:04,Dine-in,,Completed,32.34
ORD0000216,CUST001925,R016,2025-11-12 11:31:04,Dine-in,,Completed,26.28
ORD0000217,CUST002273,R002,2026-08-24 12:34:04,Dine-in,,Completed,85.87
ORD0000218,CUST002442,R014,2026-09-21 12:28:04,Website/App,,Completed,131.11
ORD0000219,CUST003154,R009,2026-05-26 20:46:04,Third-Party Delivery,PROMO005,Completed,8.63
ORD0000220,CUST003239,R018,2026-07-10 22:52:04,Dine-in,,Completed,61.99
ORD0000221,CUST000788,R013,2026-09-09 13:20:04,Website/App,,Completed,43.84
ORD0000222,CUST000952,R017,2026-02-21 11:12:04,Dine-in,,Completed,31.46
ORD0000223,CUST003506,R008,2026-09-16 22:44:04,Dine-in,,Completed,63.28
ORD0000224,CUST003270,R002,2026-03-09 14:41:04,Takeaway,,Completed,80.92
ORD0000225,CUST002451,R016,2026-09-19 21:52:04,Website/App,,Completed,71.04
ORD0000226,CUST003983,R013,2026-08-24 18:53:04,Website/App,,Completed,4.25
ORD0000227,CUST002932,R020,2026-02-01 12:34:04,Third-Party Delivery,PROMO003,Completed,62.14
ORD0000228,CUST000870,R008,2026-09-17 21:47:04,Website/App,,Completed,59.23
ORD0000229,CUST003384,R010,2026-07-01 21:56:04,Website/App,,Completed,39.39
ORD0000230,CUST001644,R017,2026-07-22 12:34:04,Third-Party Delivery,,Completed,32.33
ORD0000231,CUST000135,R013,2026-07-27 20:54:04,Takeaway,,Completed,48.63
ORD0000232,CUST001273,R006,2026-09-23 12:36:04,Third-Party Delivery,,Completed,222.06
ORD0000233,CUST003044,R020,2026-09-06 14:28:04,Dine-in,,Cancelled,71.3
ORD0000234,CUST003840,R013,2026-05-08 17:00:04,Dine-in,,Completed,47.75
ORD0000235,CUST001101,R016,2026-02-18 16:58:04,Takeaway,,Completed,116.69
ORD0000236,CUST000991,R015,2026-09-12 19:08:04,Takeaway,,Completed,15.13
ORD0000237,CUST002239,R010,2026-06-15 14:36:04,Takeaway,,Completed,18.02
ORD0000238,CUST003238,R004,2026-09-04 11:38:04,Third-Party Delivery,,Completed,10.97
ORD0000239,CUST002976,R012,2026-07-23 11:58:04,Website/App,,Completed,50.85
ORD0000240,CUST002222,R010,2026-06-26 12:47:04,Third-Party Delivery,,Completed,193.78
ORD0000241,CUST002512,R019,2026-02-21 12:20:04,Website/App,,Completed,41.04
ORD0000242,CUST000973,R017,2026-08-15 18:14:04,Dine-in,,Completed,128.61
ORD0000243,CUST001718,R016,2026-03-24 18:35:04,Dine-in,,Completed,19.51
ORD0000244,CUST001023,R002,2026-09-10 23:35:04,Dine-in,,Completed,81.78
ORD0000245,CUST003535,R013,2026-09-12 19:15:04,Website/App,,Completed,246.21
ORD0000246,CUST000449,R016,2026-09-04 20:22:04,Website/App,,Completed,33.44
ORD0000247,CUST002700,R002,2026-09-20 13:39:04,Website/App,,Completed,32.97
ORD0000248,CUST001042,R003,2026-07-29 12:12:04,Third-Party Delivery,,Completed,68.84
ORD0000249,,R019,2026-08-29 12:55:04,Dine-in,,Completed,66.3
ORD0000250,CUST001191,R013,2026-09-17 18:21:04,Dine-in,,Completed,116.83
ORD0000251,CUST001281,R015,2026-08-10 22:46:04,Third-Party Delivery,,Completed,67.42
ORD0000252,CUST001043,R007,2026-05-02 18:16:04,Third-Party Delivery,,Completed,193.26
ORD0000253,CUST002999,R018,2026-09-19 18:04:04,Dine-in,,Completed,315.94
ORD0000254,CUST001442,R015,2026-05-23 14:14:04,Website/App,,Completed,121.42
ORD0000255,CUST002892,R015,2026-06-18 10:11:04,Takeaway,,Completed,61.86
ORD0000256,CUST001819,R006,2025-10-12 13:21:04,Third-Party Delivery,,Completed,146.72
ORD0000257,CUST002175,R011,2026-07-14 19:32:04,Takeaway,,Completed,90.08
ORD0000258,CUST002158,R006,2025-09-02 16:14:04,Takeaway,,Completed,28.99
ORD0000259,CUST003902,R001,2026-01-09 22:55:04,Dine-in,,Completed,49.89
ORD0000260,CUST001448,R020,2026-05-02 18:28:04,Dine-in,,Completed,36.04
ORD0000261,CUST000840,R006,2026-08-19 12:19:04,Takeaway,,Completed,116.84
ORD0000262,CUST003640,R006,2026-05-24 12:41:04,Takeaway,,Completed,128.05
ORD0000263,CUST000713,R016,2026-09-07 13:53:04,Dine-in,,Completed,45.85
ORD0000264,CUST003331,R003,2026-08-26 17:28:04,Website/App,,Completed,-121.88
ORD0000265,CUST000597,R013,2026-08-31 12:06:04,Takeaway,,Cancelled,63.39
ORD0000266,CUST002614,R009,2026-09-06 22:14:04,Takeaway,,Completed,131.77
ORD0000267,CUST000598,R009,2026-08-30 14:45:04,Dine-in,,Completed,48.1
ORD0000268,,R004,2026-07-25 11:26:04,Dine-in,,Cancelled,146.27
ORD0000269,CUST002245,R009,2026-06-30 19:48:04,Takeaway,,Completed,152.0
ORD0000270,CUST001305,R003,2026-07-31 20:55:04,Dine-in,,Completed,28.84
ORD0000271,CUST000559,R020,2025-12-21 21:46:04,Dine-in,,Completed,73.28
ORD0000272,CUST001463,R012,2026-08-18 18:33:04,Third-Party Delivery,,Completed,63.8
ORD0000273,CUST002809,R003,2026-05-10 21:47:04,Website/App,,Completed,37.3
ORD0000274,CUST001523,R020,2026-03-29 14:25:04,Website/App,,Completed,41.39
ORD0000275,CUST000989,R016,2026-08-01 12:29:04,Dine-in,,Completed,64.81
ORD0000276,CUST002294,R020,2026-01-12 12:25:04,Third-Party Delivery,,Completed,106.25
ORD0000277,CUST001657,R015,2026-09-03 22:05:04,Dine-in,,Completed,146.95
ORD0000278,CUST000668,R016,2026-03-26 18:05:04,Website/App,,Completed,82.98
ORD0000279,CUST000614,R016,2026-06-13 22:39:04,Dine-in,,Completed,135.4
ORD0000280,CUST002817,R006,2026-02-19 12:10:04,Dine-in,,Completed,20.12
ORD0000281,CUST003896,R015,2026-07-24 21:18:04,Dine-in,,Completed,57.34
ORD0000282,CUST000936,R009,2026-01-13 20:00:04,Dine-in,,Completed,22.19
ORD0000283,CUST003082,R009,2026-02-08 14:29:04,Dine-in,PROMO003,Completed,12.14
ORD0000284,CUST000345,R017,2026-09-15 19:03:04,Takeaway,,Completed,8.15
ORD0000285,CUST001512,R006,2026-08-14 17:21:04,Takeaway,,Completed,17.62
ORD0000286,CUST002020,R011,2026-01-15 13:39:04,Takeaway,PROMO009,Completed,59.55
ORD0000287,CUST001074,R008,2026-05-08 13:20:04,Third-Party Delivery,,Completed,57.85
ORD0000288,CUST002102,R001,2026-09-19 12:07:04,Website/App,,Completed,102.88
ORD0000289,CUST003526,R017,2026-08-01 11:06:04,Dine-in,,Completed,31.87
ORD0000290,CUST003775,R007,2026-07-27 22:59:04,Website/App,,Completed,70.15
ORD0000291,CUST000393,R005,2026-08-31 13:59:04,Takeaway,,Completed,76.3
ORD0000292,CUST001086,R020,2026-09-08 19:56:04,Takeaway,,Completed,65.92
ORD0000293,CUST003915,R012,2025-10-28 14:40:04,Dine-in,,Completed,95.53
ORD0000294,CUST001081,R005,2026-04-29 20:22:04,Website/App,,Completed,57.34
ORD0000295,CUST002760,R014,2026-07-08 11:19:04,Dine-in,,Completed,57.43
ORD0000296,CUST001018,R018,2025-11-14 11:53:04,Dine-in,,Completed,22.19
ORD0000297,CUST001405,R008,2026-09-22 12:30:04,Takeaway,,Completed,14.34
ORD0000298,CUST000778,R018,2026-06-12 09:53:04,Takeaway,,Completed,29.12
ORD0000299,CUST003422,R005,2026-09-02 19:36:04,Dine-in,,Completed,37.94
ORD0000300,CUST003526,R002,2026-07-10 11:21:04,Third-Party Delivery,,Completed,144.82
ORD0000301,CUST001179,R019,2026-09-19 13:45:04,Website/App,,Completed,34.7
ORD0000302,CUST003281,R002,2026-06-01 19:28:04,Takeaway,,Completed,131.81
ORD0000303,CUST001411,R013,2026-03-19 10:28:04,Website/App,,Completed,106.94
ORD0000304,CUST000388,R003,2026-08-29 17:49:04,Third-Party Delivery,,Completed,106.04
ORD0000305,CUST003022,R003,2026-08-26 14:46:04,Dine-in,,Completed,63.99
ORD0000306,CUST002364,R009,2026-05-13 11:43:04,Takeaway,,Completed,253.03
ORD0000307,CUST001095,R013,2026-05-04 20:01:04,Website/App,,Completed,37.18
ORD0000308,CUST001017,R011,2026-07-27 13:17:04,Third-Party Delivery,,Completed,55.02
ORD0000309,CUST003901,R002,2026-01-13 13:07:04,Dine-in,,Completed,81.81
ORD0000310,CUST003443,R003,2026-09-23 12:45:04,Takeaway,,Completed,26.1
ORD0000311,CUST003233,R014,2026-08-04 22:03:04,Takeaway,,Completed,26.47
ORD0000312,CUST000506,R008,2025-10-27 18:27:04,Takeaway,,Completed,46.99
