customer_id,actual,spark_pred,spark_proba,py_pred,py_proba,match,proba_diff,spark_correct,py_correct
CUST001323,0,0,0.06412766453024377,0,0.21210368928658827,1,0.148,1,1
CUST001751,0,0,0.08497106985819514,0,0.35692621573470135,1,0.272,1,1
CUST003565,0,0,0.15474079438605903,1,0.6858633731333856,0,0.5311,1,0
CUST000216,0,0,0.03954922613930112,0,0.24287096488973406,1,0.2033,1,1
CUST000948,0,0,0.03844105744662307,0,0.16093085752195427,1,0.1225,1,1
CUST000269,0,0,0.03963919125181126,0,0.17366407220502522,1,0.134,1,1
CUST002566,0,0,0.06788651285335146,0,0.39632503559959104,1,0.3284,1,1
CUST002169,0,0,0.036479461304194216,0,0.10972623943624615,1,0.0732,1,1
CUST001339,0,0,0.03719024746256472,0,0.16946970753925336,1,0.1323,1,1
CUST002572,1,0,0.24590071581609163,1,0.6939168818801604,0,0.448,0,1
CUST001038,0,0,0.06340893238331524,0,0.2760895503977238,1,0.2127,1,1
CUST001661,0,0,0.03529267657741553,0,0.15564118663008505,1,0.1203,1,1
CUST000078,0,0,0.06884544891807787,0,0.2834322834512521,1,0.2146,1,1
CUST003395,0,0,0.1881326426814447,1,0.5604040905507681,0,0.3723,1,0
CUST001109,1,0,0.4169405301640652,1,0.8935840751605132,0,0.4766,0,1
CUST000365,1,0,0.06522612635768277,0,0.2031196022404227,1,0.1379,0,0
CUST000989,0,0,0.3282918470370655,1,0.8300786191451489,0,0.5018,1,0
CUST002540,0,0,0.2525556528828804,1,0.7696760693653275,0,0.5171,1,0
CUST001355,0,0,0.035074897233667524,0,0.08892992841268747,1,0.0539,1,1
CUST002272,0,0,0.06317295355188168,0,0.29414855242420657,1,0.231,1,1
CUST000051,0,0,0.4224350679792551,1,0.8942564236954212,0,0.4718,1,0
CUST001020,0,0,0.2778650407973875,1,0.80252235388398,0,0.5247,1,0
CUST001921,0,0,0.03572480716414295,0,0.15285612652118322,1,0.1171,1,1
CUST003424,1,1,0.6069861626860762,1,0.9648040464618526,1,0.3578,1,1
CUST000534,0,0,0.44651144779265584,1,0.9008791110772414,0,0.4544,1,0
CUST003775,0,0,0.17901849978509432,1,0.6139488467718557,0,0.4349,1,0
CUST001519,0,0,0.11457848685938299,0,0.4619550621138965,1,0.3474,1,1
CUST001122,0,0,0.13548075353039113,0,0.44740056281057533,1,0.3119,1,1
CUST002787,0,0,0.11550681102792537,0,0.42132820586139313,1,0.3058,1,1
CUST003423,0,0,0.036677755793527944,0,0.15152586704807802,1,0.1148,1,1
CUST003151,0,0,0.2905864991183422,1,0.7706710554742523,0,0.4801,1,0
CUST002316,1,0,0.4764294482893814,1,0.9141077221043908,0,0.4377,0,1
CUST001103,0,0,0.19113178171153533,1,0.7139836585340835,0,0.5229,1,0
CUST001289,0,0,0.07235673934854325,0,0.3859790886520397,1,0.3136,1,1
CUST003661,1,0,0.1896962262141042,1,0.6402411860089616,0,0.4505,0,1
CUST003713,1,0,0.07174779705681367,0,0.33487233630250385,1,0.2631,0,0
CUST001316,0,0,0.03709801180672778,0,0.21543091053768154,1,0.1783,1,1
CUST001043,0,0,0.07110779291534597,0,0.3415057994444105,1,0.2704,1,1
CUST002012,0,0,0.21230091840262244,1,0.6977996207422326,0,0.4855,1,0
CUST003548,0,0,0.12116485962859525,0,0.4659915750910867,1,0.3448,1,1
CUST000367,1,0,0.037465975351767655,0,0.15885646648656732,1,0.1214,0,0
CUST000455,0,0,0.038226946276462614,0,0.22191495389548996,1,0.1837,1,1
CUST002785,0,0,0.13201773252081017,0,0.43880028156423995,1,0.3068,1,1
CUST003733,0,0,0.06351967404370684,0,0.20323047646528788,1,0.1397,1,1
CUST001660,1,0,0.24885515484081933,1,0.6571728063192608,0,0.4083,0,1
CUST002357,1,0,0.3224565597968213,1,0.7808833941525789,0,0.4584,0,1
CUST003047,1,0,0.11097894593919189,0,0.38678719940291717,1,0.2758,0,0
CUST000124,0,0,0.1121728361704647,0,0.44439489139500055,1,0.3322,1,1
CUST003751,0,0,0.03517204994039602,0,0.09782364727094925,1,0.0627,1,1
CUST001964,0,0,0.11828947809251456,0,0.45621209089697234,1,0.3379,1,1
CUST001481,0,0,0.1801095195206499,1,0.6278095691624198,0,0.4477,1,0
CUST001156,1,0,0.19041366114917624,1,0.5384702476087387,0,0.3481,0,1
CUST002554,0,0,0.08641884109092324,0,0.38287054037671964,1,0.2965,1,1
CUST000363,0,0,0.06274853899902255,0,0.27906398861396015,1,0.2163,1,1
CUST003887,0,0,0.0690255253857941,0,0.26115601157657775,1,0.1921,1,1
CUST001810,0,0,0.10856441640873604,0,0.46360565712186175,1,0.355,1,1
CUST002898,0,0,0.036873302319626045,0,0.14258358135213223,1,0.1057,1,1
CUST002328,0,0,0.03746981841096386,0,0.25958784029310006,1,0.2221,1,1
CUST003405,0,0,0.13585382838816418,1,0.5537247993557726,0,0.4179,1,0
CUST002534,1,0,0.03625835740923811,0,0.15062963790200723,1,0.1144,0,0
CUST000515,0,0,0.06851291853259678,0,0.29744319482697484,1,0.2289,1,1
CUST002034,0,0,0.06795622311469074,0,0.2516191556735509,1,0.1837,1,1
CUST002764,0,0,0.16096414782811175,1,0.6647969908274342,0,0.5038,1,0
CUST000691,0,0,0.019683743561783706,0,0.09164873108391436,1,0.072,1,1
CUST003642,0,0,0.07025573635554261,0,0.3342886110646052,1,0.264,1,1
CUST001482,0,0,0.06080306629655552,0,0.22400671613548007,1,0.1632,1,1
CUST002834,1,0,0.2718282074752494,1,0.6781056020957785,0,0.4063,0,1
CUST003067,1,0,0.0627069516537736,0,0.22520985403615876,1,0.1625,0,0
CUST001102,0,0,0.03607966067493029,0,0.12406286736207361,1,0.088,1,1
CUST002922,0,0,0.0629732357999373,0,0.2683819627126902,1,0.2054,1,1
CUST003108,0,0,0.03646560438651292,0,0.22167945541005118,1,0.1852,1,1
CUST003841,0,0,0.03457129550225624,0,0.08028753241448927,1,0.0457,1,1
CUST003354,0,0,0.03491510608542925,0,0.12368010330232136,1,0.0888,1,1
CUST000369,0,0,0.03549460716709063,0,0.1649980503000082,1,0.1295,1,1
CUST000057,0,0,0.03532934201629068,0,0.12224470336126,1,0.0869,1,1
CUST003145,0,0,0.16401181892596617,1,0.6753532599310007,0,0.5113,1,0
CUST003746,0,0,0.12653694946240146,1,0.5703617032008081,0,0.4438,1,0
CUST002171,0,0,0.037273908574254166,0,0.13085318635013263,1,0.0936,1,1
CUST002602,0,0,0.0404271485967338,0,0.3139261021362933,1,0.2735,1,1
CUST003581,0,0,0.04090818891053083,0,0.3400831422703771,1,0.2992,1,1
CUST002198,0,0,0.06153475680661569,0,0.2434275904251382,1,0.1819,1,1
CUST002712,0,0,0.06482024908429296,0,0.24354890810913732,1,0.1787,1,1
CUST000511,0,0,0.03666759033232547,0,0.1715567568262983,1,0.1349,1,1
CUST001772,0,0,0.03443993172737336,0,0.09136978429901434,1,0.0569,1,1
CUST003088,0,0,0.06310678931606417,0,0.20614331046113343,1,0.143,1,1
CUST000304,0,0,0.39807055628408217,1,0.8608696293564029,0,0.4628,1,0
CUST000774,0,0,0.062166549553959394,0,0.20179113069754462,1,0.1396,1,1
CUST001811,0,0,0.22072416029347863,1,0.6695030434216388,0,0.4488,1,0
CUST002271,0,0,0.066032246368245,0,0.29915370263092145,1,0.2331,1,1
CUST002984,0,0,0.03447929023684915,0,0.11211079154518362,1,0.0776,1,1
CUST000544,0,0,0.03511856570475547,0,0.0901884480672885,1,0.0551,1,1
CUST001791,0,0,0.11017522145516145,0,0.4056379154704138,1,0.2955,1,1
CUST000660,0,0,0.1800041090613892,1,0.6087561715219275,0,0.4288,1,0
CUST002039,0,0,0.03663974409790116,0,0.1792520124075686,1,0.1426,1,1
CUST003126,0,0,0.03461079875510875,0,0.11735104017781794,1,0.0827,1,1
CUST001117,0,0,0.184420898935429,1,0.6518300988498618,0,0.4674,1,0
CUST001549,0,0,0.12092769109998946,0,0.4144285627506421,1,0.2935,1,1
CUST002071,0,0,0.06466296223618728,0,0.21865190428537049,1,0.154,1,1
CUST002618,0,0,0.03591915244009369,0,0.10129739790095596,1,0.0654,1,1
CUST001668,0,0,0.03445304641419544,0,0.08073071928056504,1,0.0463,1,1
CUST000823,0,0,0.06312818602844983,0,0.26137563340887937,1,0.1982,1,1
CUST002541,0,0,0.1329382371114226,0,0.4962021780130691,1,0.3633,1,1
CUST002584,1,0,0.09939061419455242,0,0.4380801130967862,1,0.3387,0,0
CUST000095,1,0,0.1797349469275118,1,0.579312461149013,0,0.3996,0,1
CUST002045,0,0,0.11581937410063348,0,0.4368130033983618,1,0.321,1,1
CUST003636,0,0,0.12553283351112077,0,0.4929894439620887,1,0.3675,1,1
CUST000334,0,1,0.8102257737306234,1,0.9816946678398887,1,0.1715,0,0
CUST001381,0,0,0.03607966067493029,0,0.1172900247585444,1,0.0812,1,1
CUST002249,0,0,0.03625835740923811,0,0.10589764787429541,1,0.0696,1,1
CUST001107,0,0,0.19150256118260622,1,0.6461482351401616,0,0.4546,1,0
CUST003924,0,0,0.050504997265671814,0,0.23292195594093967,1,0.1824,1,1
CUST001909,0,0,0.037207042208452834,0,0.16044930423770948,1,0.1232,1,1
CUST003826,0,0,0.07762264330132251,0,0.3737285490705989,1,0.2961,1,1
CUST003326,0,0,0.11151557713547533,0,0.4336970469588009,1,0.3222,1,1
CUST003865,0,0,0.08228008906326134,0,0.3109783812972714,1,0.2287,1,1
CUST000317,0,0,0.06372079265678421,0,0.2501841389266565,1,0.1865,1,1
CUST000937,0,0,0.03443993172737336,0,0.1810828851161398,1,0.1466,1,1
CUST002889,0,0,0.06210235161582167,0,0.18368810724941123,1,0.1216,1,1
CUST001643,0,0,0.03598748749691261,0,0.1726570570566928,1,0.1367,1,1
CUST002715,0,0,0.28433937428987366,1,0.770494834128405,0,0.4862,1,0
CUST003382,0,0,0.0621435645742745,0,0.22744612606462106,1,0.1653,1,1
CUST002978,0,0,0.03526583626085378,0,0.10125351715065843,1,0.066,1,1
CUST003793,0,0,0.03457129550225624,0,0.1345698017182656,1,0.1,1,1
CUST002018,0,0,0.03515867152805874,0,0.08239916476716443,1,0.0472,1,1
CUST001571,0,0,0.03591915244009369,0,0.1403121546429456,1,0.1044,1,1
CUST002423,0,0,0.036947174569031516,0,0.14173405779490586,1,0.1048,1,1
CUST002212,0,0,0.10472543127240974,0,0.40264193058816955,1,0.2979,1,1
CUST002239,0,0,0.06666804371971957,0,0.25782246133769554,1,0.1912,1,1
CUST002679,0,0,0.06307398043484336,0,0.2881622034462589,1,0.2251,1,1
CUST001920,0,0,0.0667285256168818,0,0.2965317157819345,1,0.2298,1,1
CUST000739,0,0,0.06770006081899349,0,0.23434488698879197,1,0.1666,1,1
CUST002218,0,0,0.03535986349746534,0,0.11924936257356068,1,0.0839,1,1
CUST003315,0,0,0.06108712999856092,0,0.23768515861656783,1,0.1766,1,1
CUST001279,0,0,0.03583363340837398,0,0.1505977714920515,1,0.1148,1,1
CUST000631,0,0,0.035517964570206506,0,0.126341467965716,1,0.0908,1,1
CUST000798,0,0,0.14255378602559365,1,0.5046358598519527,0,0.3621,1,0
CUST002460,0,0,0.035966420133390464,0,0.10240624944066894,1,0.0664,1,1
CUST001831,0,0,0.0570231231067162,0,0.26916778170338174,1,0.2121,1,1
CUST001230,0,0,0.03490683510753678,0,0.17962399179841723,1,0.1447,1,1
CUST000814,0,0,0.03443993172737336,0,0.08260595127039957,1,0.0482,1,1
CUST000194,0,0,0.0606063114924793,0,0.23068591750539605,1,0.1701,1,1
CUST003160,0,0,0.08292207088315073,0,0.31213323914504393,1,0.2292,1,1
CUST000403,0,0,0.13906769832667565,1,0.5256515325253318,0,0.3866,1,0
CUST003790,0,0,0.03445304641419544,0,0.12381016644971424,1,0.0894,1,1
CUST002775,0,0,0.0720134637472879,0,0.3949759186517325,1,0.323,1,1
CUST003096,0,0,0.040985611944206246,0,0.35672678820245307,1,0.3157,1,1
CUST000217,0,0,0.040152710705932515,0,0.18274370616915817,1,0.1426,1,1
CUST002683,0,0,0.08236254094056816,0,0.33829153939871837,1,0.2559,1,1
CUST001431,0,0,0.45744339777612475,1,0.8824031226398171,0,0.425,1,0
CUST000526,0,0,0.27343264795240974,1,0.7542857891755144,0,0.4809,1,0
CUST002563,0,0,0.06800641741946167,0,0.23936789841747252,1,0.1714,1,1
CUST003221,0,0,0.06066655834659629,0,0.28010849367017054,1,0.2194,1,1
CUST003936,0,0,0.03535986349746534,0,0.08184071263256973,1,0.0465,1,1
CUST001703,0,0,0.18266527897682228,1,0.5537449221113173,0,0.3711,1,0
CUST002081,0,0,0.06073245855058462,0,0.22232142285708623,1,0.1616,1,1
CUST003662,0,0,0.14005344849042234,0,0.48716765508089516,1,0.3471,1,1
CUST001454,0,0,0.060534958562910246,0,0.26985355606374556,1,0.2093,1,1
CUST000985,0,0,0.11825840383749131,0,0.43137996546289026,1,0.3131,1,1
CUST000196,1,0,0.27576942536721893,1,0.7008782599995853,0,0.4251,0,1
CUST001451,1,0,0.2799439554529948,1,0.6853550802199587,0,0.4054,0,1
CUST003946,0,0,0.3469068908827727,1,0.8218604528017529,0,0.475,1,0
CUST003922,0,0,0.06097880201754147,0,0.23928746173893636,1,0.1783,1,1
CUST000098,0,0,0.03601485654794201,0,0.18093982030103187,1,0.1449,1,1
CUST003224,0,0,0.13343273853609383,0,0.4545372144358924,1,0.3211,1,1
CUST001980,0,0,0.11070424648196897,0,0.41146525940816814,1,0.3008,1,1
CUST000919,0,0,0.07206095319137706,0,0.3091808759005488,1,0.2371,1,1
CUST000555,1,1,0.8246052682697271,1,0.9884989547514241,1,0.1639,1,1
CUST001225,0,0,0.07799820105442601,0,0.3432739421888142,1,0.2653,1,1
CUST003672,0,0,0.4201752358242197,1,0.8487922467477708,0,0.4286,1,0
CUST002577,0,0,0.035562164333027946,0,0.14573958044965074,1,0.1102,1,1
CUST001010,0,0,0.10844573848930616,0,0.375121819739709,1,0.2667,1,1
CUST000979,1,0,0.06895605943372818,0,0.265738340690814,1,0.1968,0,0
CUST002360,0,0,0.11113780999093292,0,0.4394724442569248,1,0.3283,1,1
CUST001671,0,0,0.1273265208991986,0,0.4568351024920757,1,0.3295,1,1
CUST001479,0,0,0.06436116316508245,0,0.2403644381840642,1,0.176,1,1
CUST003437,0,0,0.11062200755513607,0,0.3776010497970853,1,0.267,1,1
CUST003844,0,0,0.036052244218595875,0,0.09994368339806334,1,0.0639,1,1
CUST002680,0,0,0.07529027847595982,0,0.31119381843430166,1,0.2359,1,1
CUST003978,0,0,0.023448728204756186,0,0.11567997448736553,1,0.0922,1,1
CUST001442,1,0,0.31429805607698635,1,0.8298619518631866,0,0.5156,0,1
CUST000626,0,0,0.03680334944347741,0,0.19849076934819587,1,0.1617,1,1
CUST000338,0,0,0.18676470533906164,1,0.5559899151344574,0,0.3692,1,0
CUST002070,0,0,0.06476998258754996,0,0.25068989078266635,1,0.1859,1,1
CUST002524,0,0,0.11173221678852474,0,0.47698522615252864,1,0.3653,1,1
CUST003478,0,0,0.10983591238323032,0,0.496570870310189,1,0.3867,1,1
CUST001568,0,0,0.02096480707068027,0,0.11016260945752628,1,0.0892,1,1
CUST002337,0,0,0.31905759390756583,1,0.8216321752926118,0,0.5026,1,0
CUST002287,0,0,0.15251898007787468,0,0.4896558768022239,1,0.3371,1,1
CUST002527,0,0,0.036282198495883544,0,0.13695497820716035,1,0.1007,1,1
CUST000722,0,0,0.0687585119101588,0,0.28925873752533005,1,0.2205,1,1
CUST002348,0,0,0.03816900039965698,0,0.27578247617167584,1,0.2376,1,1
CUST002222,1,0,0.19391600665447484,1,0.6299512901176789,0,0.436,0,1
CUST003124,0,0,0.07780290976089344,0,0.31566143942064867,1,0.2379,1,1
CUST000725,0,0,0.03590550042739393,0,0.10805342621149318,1,0.0721,1,1
CUST003782,0,0,0.03445304641419544,0,0.11517769502813555,1,0.0807,1,1
CUST002829,0,0,0.03527925395997744,0,0.10955579687275348,1,0.0743,1,1
CUST003193,0,0,0.03582369320059531,0,0.1342823168775382,1,0.0985,1,1
CUST002158,0,1,0.5204354434742762,1,0.9161431085195205,1,0.3957,0,0
CUST002548,0,0,0.06349400374128222,0,0.2947361187542038,1,0.2312,1,1
CUST002349,0,0,0.06267900567485185,0,0.21835381311053423,1,0.1557,1,1
CUST002701,0,0,0.19272232991401028,1,0.6431128069263962,0,0.4504,1,0
CUST003940,0,0,0.06879090021970091,0,0.3105302249379375,1,0.2417,1,1
CUST000411,0,0,0.11119651790835083,0,0.42643171311905126,1,0.3152,1,1
CUST003190,0,0,0.03635493122403155,0,0.10247771221356992,1,0.0661,1,1
CUST001099,0,0,0.03748019762312549,0,0.250407061009441,1,0.2129,1,1
CUST002671,0,0,0.10861662344389134,0,0.4582795966599898,1,0.3497,1,1
CUST000465,0,0,0.06494315377220994,0,0.24927832346361198,1,0.1843,1,1
CUST003049,0,0,0.035091852984087346,0,0.18063701218229758,1,0.1455,1,1
CUST000813,0,0,0.036313512174733775,0,0.10116591171025874,1,0.0649,1,1
CUST000982,0,0,0.036410227343705914,0,0.14131546307630852,1,0.1049,1,1
CUST002125,1,0,0.0674010737232279,0,0.2730248453074078,1,0.2056,0,0
CUST003361,0,0,0.013931776667173934,0,0.07499004206175149,1,0.0611,1,1
CUST000550,0,0,0.03723148298871115,0,0.1781249546394917,1,0.1409,1,1
CUST001970,0,0,0.06014271315032893,0,0.21472851676435487,1,0.1546,1,1
CUST000471,0,0,0.036831315264302944,0,0.17770525060250905,1,0.1409,1,1
CUST001812,0,0,0.036138265422567706,0,0.18401231333454426,1,0.1479,1,1
CUST003417,0,0,0.0363097832372653,0,0.16771689147441965,1,0.1314,1,1
CUST001755,0,0,0.03504821652261414,0,0.11522835112288707,1,0.0802,1,1
CUST002730,0,0,0.0721258647388191,0,0.3920701155446547,1,0.3199,1,1
CUST000055,0,0,0.0639106245841955,0,0.3051091407647675,1,0.2412,1,1
CUST003464,0,0,0.12034100176353624,0,0.42881464237634936,1,0.3085,1,1
CUST002887,0,0,0.035252423478384864,0,0.11327341365065294,1,0.078,1,1
CUST001538,0,0,0.08618495252301961,0,0.35870509839231435,1,0.2725,1,1
CUST001620,0,0,0.11369868940284145,0,0.3939934996507778,1,0.2803,1,1
CUST003594,0,0,0.11495603199107463,0,0.4349479211865583,1,0.32,1,1
CUST003310,0,0,0.03724676499626001,0,0.2730479857496356,1,0.2358,1,1
CUST000736,0,0,0.10716409039461161,0,0.44156112116113005,1,0.3344,1,1
CUST000477,0,0,0.067622665372846,0,0.20891217458818256,1,0.1413,1,1
CUST000273,1,1,0.5822895249983612,1,0.9352952386642069,1,0.353,1,1
CUST003469,0,0,0.03443993172737336,0,0.119222517321514,1,0.0848,1,1
CUST002794,1,1,0.6922709227826118,1,0.9503541820588148,1,0.2581,1,1
CUST000867,0,0,0.11511162904363748,0,0.39119715828016033,1,0.2761,1,1
CUST000235,0,0,0.035198821481863374,0,0.10319707936827226,1,0.068,1,1
CUST000118,0,0,0.035225612656771155,0,0.10858874259358138,1,0.0734,1,1
CUST003889,0,0,0.18220690079305202,1,0.5855102410564832,0,0.4033,1,0
CUST002512,0,0,0.21287451359558274,1,0.677295381534171,0,0.4644,1,0
CUST003183,0,0,0.20159070266359358,1,0.6048629126974264,0,0.4033,1,0
CUST000067,0,0,0.2189383209134148,1,0.6607341178944384,0,0.4418,1,0
CUST000496,0,0,0.03580639696023147,0,0.09843324221602014,1,0.0626,1,1
CUST001040,0,0,0.03624830381294364,0,0.16091516384048313,1,0.1247,1,1
CUST001744,1,0,0.20406751570206427,1,0.6693999740162478,0,0.4653,0,1
CUST003584,0,0,0.12600975442799178,0,0.42096375219768317,1,0.295,1,1
CUST003237,0,0,0.036793150502734684,0,0.1630480845912902,1,0.1263,1,1
CUST000668,0,0,0.07350948536404323,0,0.26440359536958,1,0.1909,1,1
CUST003503,0,0,0.06530622699381261,0,0.20852132255481287,1,0.1432,1,1
CUST003832,0,0,0.03613455380595276,0,0.12854717031982738,1,0.0924,1,1
CUST001816,0,0,0.06660996635355321,0,0.2335212619898797,1,0.1669,1,1
CUST001084,0,0,0.036024847817051286,0,0.12658691737088498,1,0.0906,1,1
CUST003701,0,0,0.03676143900209439,0,0.17113728534056574,1,0.1344,1,1
CUST000289,1,0,0.26365480619144743,1,0.8230241793824893,0,0.5594,0,1
CUST003698,0,0,0.0392222298233359,0,0.41919598977734096,1,0.38,1,1
CUST002378,0,0,0.44122300496122957,1,0.8717405265194046,0,0.4305,1,0
CUST000547,0,0,0.06590368166413363,0,0.2548204402745117,1,0.1889,1,1
CUST002095,0,0,0.3529703305051508,1,0.8329985813536593,0,0.48,1,0
CUST001608,1,0,0.11430717398113799,0,0.4542566429856968,1,0.3399,0,0
CUST003352,0,0,0.13887997451199507,1,0.5646048519302638,0,0.4257,1,0
CUST000513,0,0,0.036378833414214995,0,0.10059331206756789,1,0.0642,1,1
CUST000085,0,0,0.12331485246890561,1,0.5238577371121915,0,0.4005,1,0
CUST002083,0,0,0.0706581990388816,0,0.4067757322696371,1,0.3361,1,1
CUST001747,0,1,0.5703021026270682,1,0.9383239649527687,1,0.368,0,0
CUST002268,0,0,0.0674274541394243,0,0.23722291291841766,1,0.1698,1,1
CUST001656,0,0,0.03513192941189458,0,0.12953987657646843,1,0.0944,1,1
CUST000687,0,0,0.195269161039606,1,0.608937278864162,0,0.4137,1,0
CUST000732,0,0,0.08980377460933031,0,0.4124981226765459,1,0.3227,1,1
CUST000332,0,0,0.03513192941189458,0,0.14022408048554832,1,0.1051,1,1
CUST002630,0,0,0.03579646402730485,0,0.11528053426319801,1,0.0795,1,1
CUST002779,0,0,0.03546761892697481,0,0.1360604648340372,1,0.1006,1,1
CUST000907,0,0,0.2375693708904929,1,0.6744926398595981,0,0.4369,1,0
CUST000956,0,0,0.1803050010894124,1,0.6146453722065365,0,0.4343,1,0
CUST003433,0,0,0.06355793051720937,0,0.22543533532230514,1,0.1619,1,1
CUST002292,1,0,0.035427173624677066,0,0.13021380889738388,1,0.0948,0,0
CUST003861,1,0,0.06493668303458922,0,0.23905535812325335,1,0.1741,0,0
CUST000614,0,0,0.0735405246437092,0,0.26644145368193023,1,0.1929,1,1
CUST000162,0,0,0.12579687729001765,1,0.5170173671811117,0,0.3912,1,0
CUST002645,0,0,0.2231476031640851,1,0.7450611945853541,0,0.5219,1,0
CUST000033,0,0,0.036048541106448506,0,0.11821864993789291,1,0.0822,1,1
CUST003148,0,0,0.037622705992491845,0,0.13478144652322796,1,0.0972,1,1
CUST002484,0,0,0.07595471882785387,0,0.26164177730145266,1,0.1857,1,1
CUST003006,0,0,0.03527925395997744,0,0.08789100991659032,1,0.0526,1,1
CUST002852,0,0,0.03789218698589247,0,0.2751937756068082,1,0.2373,1,1
CUST003845,0,0,0.03518543325777845,0,0.0857864538788377,1,0.0506,1,1
CUST001867,0,0,0.03527925395997744,0,0.12957953633391048,1,0.0943,1,1
