inventory_id,restaurant_id,item_id,date,stock_level,consumed_qty,replenished_qty
INV00000052,R001,M0012,2025-11-02,186,112,37
INV00000053,R001,M0066,2025-11-02,110,55,33
INV00000054,R001,M0086,2025-11-02,175,61,45
INV00000055,R001,M0007,2025-11-02,174,72,92
INV00000056,R001,M0028,2025-11-02,71,1,80
INV00000057,R001,M0077,2025-11-02,55,13,22
INV00000058,R001,M0140,2025-11-02,20,0,66
INV00000059,R001,M0127,2025-11-02,106,27,79
INV00000060,R001,M0042,2025-11-02,112,96,31
INV00000061,R001,M0005,2025-11-02,138,22,46
INV00000062,R001,M0136,2025-11-02,194,45,32
INV00000063,R001,M0033,2025-11-02,138,121,41
INV00000064,R001,M0128,2025-11-02,57,2,33
INV00000065,R001,M0133,2025-11-02,196,155,7
INV00000066,R001,M0069,2025-11-02,196,132,30
INV00000067,R001,M0011,2025-11-02,72,34,57
INV00000068,R001,M0096,2025-11-02,118,4,32
INV00000069,R001,M0110,2025-11-02,32,24,23
INV00000070,R001,M0001,2025-11-02,30,18,82
INV00000071,R001,M0120,2025-11-02,30,0,29
INV00000072,R001,M0112,2025-11-02,161,64,94
INV00000073,R001,M0065,2025-11-02,86,24,24
INV00000074,R001,M0045,2025-11-02,70,17,43
INV00000075,R001,M0087,2025-11-02,77,53,33
INV00000076,R001,M0029,2025-11-02,161,108,43
INV00000077,R001,M0041,2025-11-02,174,63,94
INV00000078,R001,M0113,2025-11-02,62,1,53
INV00000079,R001,M0026,2025-11-02,51,36,97
INV00000080,R001,M0024,2025-11-02,141,33,93
INV00000081,R001,M0106,2026-05-28,180,151,32
INV00000082,R001,M0109,2026-05-28,45,40,99
INV00000083,R001,M0142,2026-05-28,60,58,5
INV00000084,R001,M0056,2026-05-28,76,16,87
INV00000085,R001,M0095,2026-05-28,35,23,68
INV00000086,R001,M0030,2026-05-28,147,87,89
INV00000087,R001,M0102,2026-05-28,111,19,92
INV00000088,R001,M0052,2026-05-28,117,50,53
INV00000089,R001,M0101,2026-05-28,175,110,31
INV00000090,R001,M0143,2026-05-28,168,60,81
INV00000091,R001,M0020,2026-05-28,182,21,56
INV00000092,R001,M0085,2026-05-28,112,18,17
INV00000093,R001,M0016,2026-05-28,75,17,63
INV00000094,R001,M0067,2026-05-28,191,60,46
INV00000095,R001,M0025,2026-05-28,196,107,58
INV00000096,R001,M0031,2026-05-28,75,48,8
INV00000097,R001,M0129,2026-05-28,52,12,74
INV00000098,R001,M0148,2026-05-28,49,38,45
INV00000099,R001,M0099,2026-05-28,156,22,87
INV00000100,R001,M0017,2026-05-28,115,112,3
INV00000101,R001,M0076,2026-05-28,63,40,45
INV00000102,R001,M0019,2026-05-28,46,10,84
INV00000103,R001,M0013,2026-05-28,101,87,19
INV00000104,R001,M0010,2026-05-28,124,89,30
INV00000105,R001,M0032,2026-05-28,135,40,47
INV00000106,R001,M0152,2026-05-28,38,6,51
INV00000107,R001,M0098,2026-05-28,163,151,69
INV00000108,R001,M0057,2026-05-28,99,38,14
INV00000109,R001,M0132,2026-05-28,23,1,77
INV00000110,R001,M0105,2026-05-28,147,123,21
INV00000111,R001,M0137,2026-05-28,85,19,3
INV00000112,R001,M0079,2026-05-28,101,47,54
INV00000113,R001,M0061,2026-05-28,103,89,70
INV00000114,R001,M0116,2026-05-28,73,23,10
INV00000115,R001,M0003,2026-05-28,163,64,99
INV00000116,R001,M0124,2026-05-28,32,10,5
INV00000117,R001,M0046,2026-05-28,113,51,57
INV00000118,R001,M0043,2026-05-28,120,33,49
INV00000119,R001,M0070,2026-05-28,47,8,94
INV00000120,R001,M0091,2026-05-28,89,59,57
INV00000121,R001,M0027,2026-05-28,39,31,61
INV00000122,R001,M0139,2026-05-28,130,112,95
INV00000123,R001,M0083,2026-05-28,152,37,9
INV00000124,R001,M0097,2026-05-28,120,110,65
INV00000125,R001,M0147,2026-05-28,94,64,77
INV00000126,R001,M0037,2026-05-28,104,5,89
INV00000127,R001,M0082,2026-05-28,36,25,6
INV00000128,R001,M0023,2026-05-28,67,64,78
INV00000129,R001,M0144,2026-05-28,114,35,69
INV00000130,R001,M0068,2026-05-28,38,5,29
INV00000131,R001,M0115,2026-05-28,182,16,79
INV00000132,R001,M0012,2026-05-28,29,3,17
INV00000133,R001,M0066,2026-05-28,93,3,71
INV00000134,R001,M0086,2026-05-28,43,33,75
INV00000135,R001,M0007,2026-05-28,107,41,26
INV00000136,R001,M0028,2026-05-28,185,51,80
INV00000137,R001,M0077,2026-05-28,133,15,46
INV00000138,R001,M0140,2026-05-28,60,26,98
INV00000139,R001,M0127,2026-05-28,196,25,53
INV00000140,R001,M0042,2026-05-28,153,108,0
INV00000141,R001,M0005,2026-05-28,38,33,5
INV00000142,R001,M0136,2026-05-28,88,38,30
INV00000143,R001,M0033,2026-05-28,186,105,6
INV00000144,R001,M0128,2026-05-28,138,4,98
INV00000145,R001,M0133,2026-05-28,47,26,69
INV00000146,R001,M0069,2026-05-28,59,17,16
INV00000147,R001,M0011,2026-05-28,138,0,18
INV00000148,R001,M0096,2026-05-28,152,73,73
INV00000149,R001,M0110,2026-05-28,149,138,3
INV00000150,R001,M0001,2026-05-28,106,70,78
INV00000151,R001,M0120,2026-05-28,42,34,74
INV00000152,R001,M0112,2026-05-28,186,30,1
INV00000153,R001,M0065,2026-05-28,157,4,75
INV00000154,R001,M0045,2026-05-28,47,7,67
INV00000155,R001,M0087,2026-05-28,112,8,13
INV00000156,R001,M0029,2026-05-28,59,8,8
INV00000157,R001,M0041,2026-05-28,199,40,10
INV00000158,R001,M0113,2026-05-28,41,40,44
INV00000159,R001,M0026,2026-05-28,46,29,5
INV00000160,R001,M0024,2026-05-28,116,21,25
INV00000161,R001,M0106,2026-04-01,116,73,64
INV00000162,R001,M0109,2026-04-01,34,22,75
INV00000163,R001,M0142,2026-04-01,132,15,90
INV00000164,R001,M0056,2026-04-01,67,8,83
INV00000165,R001,M0095,2026-04-01,173,28,92
INV00000166,R001,M0030,2026-04-01,84,80,43
INV00000167,R001,M0102,2026-04-01,147,144,95
INV00000168,R001,M0052,2026-04-01,36,11,10
INV00000169,R001,M0101,2026-04-01,175,65,56
INV00000170,R001,M0143,2026-04-01,167,147,35
INV00000171,R001,M0020,2026-04-01,146,80,52
INV00000172,R001,M0085,2026-04-01,36,18,68
INV00000173,R001,M0016,2026-04-01,33,13,38
INV00000174,R001,M0067,2026-04-01,99,3,9
INV00000175,R001,M0025,2026-04-01,198,23,29
INV00000176,R001,M0031,2026-04-01,50,45,23
INV00000177,R001,M0129,2026-04-01,179,135,92
INV00000178,R001,M0148,2026-04-01,167,142,58
INV00000179,R001,M0099,2026-04-01,156,27,49
INV00000180,R001,M0017,2026-04-01,63,6,22
INV00000181,R001,M0076,2026-04-01,43,15,55
INV00000182,R001,M0019,2026-04-01,41,22,18
INV00000183,R001,M0013,2026-04-01,134,89,32
INV00000184,R001,M0010,2026-04-01,142,58,40
INV00000185,R001,M0032,2026-04-01,58,1,51
INV00000186,R001,M0152,2026-04-01,36,10,4
INV00000187,R001,M0098,2026-04-01,188,71,63
INV00000188,R001,M0057,2026-04-01,60,19,90
INV00000189,R001,M0132,2026-04-01,76,62,26
INV00000190,R001,M0105,2026-04-01,74,29,33
INV00000191,R001,M0137,2026-04-01,61,23,11
INV00000192,R001,M0079,2026-04-01,48,45,72
INV00000193,R001,M0061,2026-04-01,161,18,40
INV00000194,R001,M0116,2026-04-01,177,74,21
INV00000195,R001,M0003,2026-04-01,127,95,99
INV00000196,R001,M0124,2026-04-01,184,132,18
INV00000197,R001,M0046,2026-04-01,193,150,78
INV00000198,R001,M0043,2026-04-01,180,43,19
INV00000199,R001,M0070,2026-04-01,119,85,16
INV00000200,R001,M0091,2026-04-01,194,166,16
