order_id,customer_id,restaurant_id,order_datetime,channel,promotion_id,status,total_amount
ORD0000072,CUST001341,R015,2026-04-10 21:55:04,Dine-in,,Completed,15.13
ORD0000073,CUST002249,R002,2026-06-30 22:41:04,Third-Party Delivery,,Completed,22.19
ORD0000074,CUST001157,R007,2026-09-06 21:28:04,Third-Party Delivery,,Completed,83.95
ORD0000075,CUST000467,R001,2025-12-17 14:02:04,Dine-in,,Cancelled,96.19
ORD0000076,CUST002594,R007,2026-08-15 14:41:04,Website/App,,Completed,92.16
ORD0000077,CUST003401,R001,2026-03-16 22:21:04,Dine-in,,Completed,14.39
ORD0000078,CUST003717,R006,2026-08-08 18:48:04,Takeaway,,Cancelled,181.55
ORD0000079,CUST003888,R011,2026-07-03 13:44:04,Takeaway,,Completed,53.4
ORD0000080,CUST003118,R019,2026-05-30 19:07:04,Website/App,,Completed,39.81
ORD0000081,,R007,2026-06-09 14:02:04,Third-Party Delivery,,Completed,42.6
ORD0000082,CUST003406,R020,2026-07-12 22:32:04,Takeaway,,Completed,34.88
ORD0000083,CUST001584,R009,2026-08-15 22:30:04,Website/App,,Completed,98.7
ORD0000084,CUST002908,R003,2026-06-23 19:06:04,Third-Party Delivery,,Completed,37.82
ORD0000085,CUST002108,R011,2026-05-08 22:58:04,Third-Party Delivery,,Completed,30.79
ORD0000086,CUST003302,R004,2026-04-05 22:51:04,Takeaway,,Completed,19.47
ORD0000087,CUST001689,R008,2026-05-29 20:45:04,Third-Party Delivery,PROMO005,Completed,17.67
ORD0000088,CUST000239,R004,2026-08-14 12:45:04,Dine-in,,Completed,31.86
ORD0000089,,R002,2026-09-21 18:48:04,Website/App,,Completed,101.27
ORD0000090,CUST000695,R006,2026-09-05 22:18:04,Website/App,,Completed,77.62
ORD0000091,CUST003861,R001,2026-05-28 18:42:04,Third-Party Delivery,,Completed,-30.07
ORD0000092,CUST002093,R005,2026-09-09 11:44:04,Takeaway,,Completed,125.59
ORD0000093,CUST002201,R011,2026-07-06 11:39:04,Website/App,,Completed,28.84
ORD0000094,,R016,2026-09-18 22:50:04,Dine-in,,Completed,25.66
ORD0000095,CUST002481,R015,2026-05-24 20:26:04,Dine-in,,Completed,15.78
ORD0000096,CUST001203,R008,2026-07-03 14:53:04,Dine-in,,Completed,42.19
ORD0000097,CUST001176,R015,2026-04-11 22:12:04,Website/App,,Completed,54.21
ORD0000098,CUST001995,R003,2026-05-30 18:24:04,Dine-in,,Completed,15.13
ORD0000099,CUST003464,R013,2026-06-05 19:02:04,Dine-in,,Completed,56.44
ORD0000100,CUST003173,R004,2026-04-03 20:04:04,Takeaway,,Completed,15.2
ORD0000101,CUST003850,R017,2026-08-05 12:26:04,Website/App,,Completed,70.35
ORD0000102,CUST000279,R013,2026-09-10 13:18:04,Takeaway,,Completed,76.78
ORD0000103,CUST001073,R019,2026-08-31 08:07:04,Takeaway,,Completed,187.37
ORD0000104,CUST000313,R013,2026-07-26 15:02:04,Dine-in,,Completed,170.4
ORD0000105,CUST002993,R009,2026-06-03 22:46:04,Dine-in,,Completed,65.99
ORD0000106,CUST000560,R006,2026-08-25 22:28:04,Dine-in,,Completed,67.75
ORD0000107,CUST000391,R006,2026-06-21 18:10:04,Dine-in,,Completed,98.63
ORD0000108,CUST002232,R013,2026-07-16 12:55:04,Dine-in,,Completed,57.13
ORD0000109,CUST001629,R004,2026-07-20 19:01:04,Dine-in,,Completed,52.8
ORD0000110,CUST002847,R020,2026-08-31 10:36:04,Takeaway,,Completed,92.37
ORD0000111,CUST001944,R011,2026-09-18 18:24:04,Website/App,,Completed,119.13
ORD0000112,CUST001689,R008,2026-07-22 11:44:04,Takeaway,,Completed,74.59
ORD0000113,CUST001689,R008,2026-02-04 17:38:04,Website/App,PROMO003,Completed,131.51
ORD0000114,CUST003487,R004,2026-05-12 22:14:04,Third-Party Delivery,,Completed,52.2
ORD0000115,CUST001563,R003,2026-06-15 12:19:04,Takeaway,,Completed,155.0
ORD0000116,CUST001321,R006,2026-08-21 08:35:04,Dine-in,,Completed,85.45
ORD0000117,CUST001340,R011,2026-07-09 22:05:04,Website/App,,Completed,3.79
ORD0000118,CUST000800,R013,2026-06-07 12:10:04,Dine-in,,Completed,43.33
ORD0000119,CUST003437,R003,2026-07-03 18:54:04,Dine-in,,Completed,13.0
ORD0000120,CUST000584,R006,2026-09-19 20:06:04,Dine-in,,Completed,55.17
ORD0000121,CUST003624,R007,2026-09-17 12:06:04,Dine-in,,Completed,58.57
ORD0000122,CUST001129,R015,2026-05-29 22:09:04,Third-Party Delivery,PROMO005,Completed,55.41
ORD0000123,CUST003594,R008,2026-07-01 12:50:04,Takeaway,,Completed,15.07
ORD0000124,CUST003158,R020,2026-06-21 13:56:04,Website/App,,Completed,83.38
ORD0000125,CUST002310,R013,2026-08-02 19:41:04,Website/App,,Completed,8.63
ORD0000126,CUST002655,R001,2026-02-20 11:46:04,Website/App,,Cancelled,43.8
ORD0000127,CUST001290,R007,2026-06-05 22:13:04,Takeaway,,Completed,45.27
ORD0000128,CUST002281,R008,2026-09-24 19:23:04,Takeaway,,Completed,23.03
ORD0000129,CUST001161,R002,2026-09-08 11:25:04,Dine-in,,Cancelled,39.75
ORD0000130,CUST001592,R013,2026-07-25 21:10:04,Website/App,,Completed,72.51
ORD0000131,CUST003047,R014,2026-07-14 21:22:04,Dine-in,,Completed,28.13
ORD0000132,CUST000979,R002,2026-05-16 22:58:04,Dine-in,,Completed,38.36
ORD0000133,CUST003352,R007,2025-09-15 13:06:04,Website/App,,Completed,191.89
ORD0000134,CUST001487,R002,2026-06-02 22:11:04,Third-Party Delivery,,Completed,24.67
ORD0000135,CUST002111,R002,2026-04-28 21:58:04,Dine-in,,Completed,11.02
ORD0000136,CUST003765,R005,2026-09-08 21:56:04,Website/App,,Completed,11.94
ORD0000137,CUST002708,R020,2026-06-08 13:13:04,Takeaway,,Completed,46.85
ORD0000138,CUST002567,R003,2026-06-01 21:51:04,Third-Party Delivery,PROMO005,Completed,35.28
ORD0000139,CUST002834,R017,2026-09-24 11:08:04,Dine-in,,Completed,179.84
ORD0000140,CUST003665,R016,2026-02-02 12:03:04,Takeaway,,Completed,19.51
ORD0000141,CUST000999,R010,2026-09-20 20:05:04,Website/App,,Completed,14.39
ORD0000142,CUST002430,R018,2026-06-09 14:38:04,Dine-in,,Completed,25.46
ORD0000143,CUST001586,R011,2026-09-02 13:59:04,Third-Party Delivery,,Completed,31.46
ORD0000144,CUST000046,R002,2026-02-02 12:33:04,Third-Party Delivery,,Completed,58.73
ORD0000145,CUST000495,R002,2026-03-31 22:38:04,Dine-in,,Completed,6.86
ORD0000146,CUST001287,R007,2026-08-10 12:57:04,Dine-in,,Completed,44.7
ORD0000147,CUST002245,R009,2026-08-23 20:55:04,Takeaway,,Completed,22.19
ORD0000148,CUST003524,R020,2026-08-03 19:37:04,Takeaway,,Completed,7.62
ORD0000149,CUST003159,R013,2026-08-23 12:16:04,Dine-in,,Completed,87.47
ORD0000150,CUST002200,R006,2026-09-09 22:26:04,Website/App,,Cancelled,57.09
ORD0000151,CUST000289,R010,2025-12-25 18:33:04,Third-Party Delivery,,Completed,8.47
ORD0000152,CUST001138,R012,2026-02-22 18:09:04,Dine-in,,Completed,41.1
ORD0000153,CUST001446,R019,2026-04-11 21:48:04,Website/App,,Completed,113.03
ORD0000154,CUST002470,R013,2026-08-26 20:36:04,Takeaway,,Completed,9.21
ORD0000155,CUST000252,R007,2026-07-21 21:50:04,Website/App,,Completed,31.46
ORD0000156,CUST002105,R001,2026-05-09 18:10:04,Takeaway,,Completed,61.66
ORD0000157,CUST003599,R016,2026-08-22 18:04:04,Third-Party Delivery,,Completed,-25.55
ORD0000158,CUST002810,R006,2026-08-13 20:39:04,Dine-in,,Completed,45.06
ORD0000159,CUST003182,R012,2026-02-25 13:40:04,Dine-in,,Cancelled,96.74
ORD0000160,CUST002712,R012,2026-09-11 15:39:04,Website/App,,Completed,137.18
ORD0000161,CUST000836,R018,2026-06-21 13:49:04,Takeaway,,Completed,61.44
ORD0000162,CUST000439,R002,2026-04-22 18:58:04,Dine-in,,Completed,85.52
ORD0000163,CUST003304,R019,2026-07-07 13:14:04,Takeaway,,Completed,186.93
ORD0000164,CUST002772,R006,2026-07-13 12:26:04,Takeaway,,Completed,128.33
ORD0000165,CUST002285,R006,2026-06-17 16:56:04,Website/App,,Completed,43.63
ORD0000166,CUST000770,R015,2026-05-01 18:49:04,Takeaway,,Completed,13.41
ORD0000167,CUST002390,R006,2026-02-27 14:40:04,Takeaway,,Completed,90.79
ORD0000168,CUST000116,R016,2026-08-13 13:33:04,Takeaway,,Completed,28.13
ORD0000169,CUST000472,R001,2026-06-16 20:04:04,Dine-in,,Completed,30.24
ORD0000170,,R012,2026-08-16 12:31:04,Third-Party Delivery,,Completed,21.63
ORD0000171,CUST001769,R009,2025-12-16 12:53:04,Takeaway,,Completed,34.7
ORD0000172,CUST000480,R001,2026-07-24 18:48:04,Third-Party Delivery,,Completed,12.06
ORD0000173,CUST000477,R005,2026-07-14 21:57:04,Dine-in,,Completed,4.36
ORD0000174,CUST002890,R018,2026-08-20 13:25:04,Website/App,,Completed,61.02
ORD0000175,CUST002264,R008,2026-09-17 09:32:04,Third-Party Delivery,,Completed,80.52
ORD0000176,CUST002118,R001,2026-03-25 22:20:04,Website/App,,Cancelled,62.81
ORD0000177,CUST001806,R008,2026-05-29 20:11:04,Takeaway,PROMO005,Completed,33.06
ORD0000178,CUST003904,R013,2026-08-01 20:23:04,Dine-in,,Completed,35.55
ORD0000179,CUST000189,R020,2026-08-21 16:51:04,Dine-in,,Completed,132.69
ORD0000180,CUST000735,R017,2026-04-14 12:30:04,Dine-in,PROMO002,Completed,18.62
ORD0000181,CUST002573,R002,2026-08-27 21:19:04,Dine-in,,Completed,43.84
ORD0000182,CUST000540,R015,2026-08-28 23:53:04,Takeaway,,Completed,49.77
ORD0000183,CUST002335,R007,2026-08-13 20:22:04,Dine-in,,Completed,28.68
ORD0000184,CUST002258,R013,2026-09-22 12:49:04,Third-Party Delivery,,Completed,41.58
ORD0000185,CUST003882,R017,2026-08-24 20:39:04,Dine-in,,Completed,12.51
ORD0000186,CUST003531,R004,2026-06-25 22:36:04,Dine-in,,Completed,34.12
ORD0000187,CUST003780,R013,2026-06-24 13:45:04,Dine-in,,Completed,50.16
ORD0000188,CUST000453,R010,2026-09-17 19:47:04,Website/App,,Completed,19.76
ORD0000189,CUST003471,R005,2026-09-09 12:46:04,Dine-in,,Completed,86.16
ORD0000190,CUST000511,R004,2026-09-09 12:25:04,Dine-in,,Completed,76.28
ORD0000191,CUST002516,R002,2026-09-11 10:06:04,Website/App,,Completed,33.16
ORD0000192,CUST002868,R015,2026-06-24 12:47:04,Dine-in,,Completed,12.51
ORD0000193,CUST000649,R009,2026-08-28 20:55:04,Dine-in,,Completed,101.43
ORD0000194,CUST002516,R012,2026-08-06 19:44:04,Dine-in,,Completed,33.41
ORD0000195,CUST000198,R009,2026-09-07 22:19:04,Dine-in,,Completed,34.7
ORD0000196,CUST001164,R019,2026-07-26 14:16:04,Website/App,,Cancelled,75.96
ORD0000197,CUST003676,R015,2026-03-13 18:44:04,Dine-in,,Completed,138.43
ORD0000198,CUST000698,R014,2025-12-16 17:38:04,Dine-in,,Cancelled,87.14
ORD0000199,CUST000254,R015,2026-04-28 21:25:04,Takeaway,,Completed,79.5
ORD0000200,CUST001768,R010,2026-09-23 20:05:04,Third-Party Delivery,,Completed,31.6
