wastage_id,restaurant_id,item_id,date,wasted_qty,wastage_cost,reason
WST0000102,R016,M0098,2026-05-19,6.4,69.76,Quality Rejection
WST0000103,R006,M0016,2026-08-18,10.1,29.49,Customer Return
WST0000104,R013,M0132,2025-12-16,5.2,15.81,Spoilage
WST0000105,R012,M0095,2026-02-24,9.5,40.66,Quality Rejection
WST0000106,R011,M0089,2026-01-06,3.0,17.28,Spoilage
WST0000107,R019,M0094,2025-09-03,7.1,52.47,Spoilage
WST0000108,R017,M0048,2026-04-05,5.5,18.15,Customer Return
WST0000109,R011,M0042,2026-07-21,3.9,37.17,Preparation Waste
WST0000110,R014,M0016,2025-08-06,6.2,18.1,Spoilage
WST0000111,R015,M0154,2025-11-11,3.2,16.26,Overproduction
WST0000112,R016,M0083,2026-05-22,4.9,61.5,Expired Ingredients
WST0000113,R016,M0036,2026-05-01,4.7,13.68,Quality Rejection
WST0000114,R010,M0081,2026-01-16,10.8,47.95,Customer Return
WST0000115,R001,M0016,2026-03-31,14.3,41.76,Quality Rejection
WST0000116,R009,M0134,2026-09-21,5.1,67.68,Expired Ingredients
WST0000117,R019,M0132,2026-07-13,10.4,31.62,Customer Return
WST0000118,R016,M0127,2025-08-10,9.8,125.34,Customer Return
WST0000119,R016,M0104,2026-05-24,6.8,41.34,Preparation Waste
WST0000120,R010,M0078,2025-08-15,4.4,24.07,Customer Return
WST0000121,R013,M0003,2025-09-02,3.5,32.83,Preparation Waste
WST0000122,R012,M0082,2026-03-09,11.5,76.94,Spoilage
WST0000123,R002,M0130,2026-04-04,12.1,145.68,Quality Rejection
WST0000124,R010,M0016,2025-11-22,4.2,12.26,Quality Rejection
WST0000125,R019,M0129,2025-12-09,2.9,7.86,Expired Ingredients
WST0000126,R014,M0113,2026-01-02,3.8,32.98,Preparation Waste
WST0000127,R002,M0137,2025-10-17,6.8,38.28,Customer Return
WST0000128,R010,M0033,2026-02-22,2.5,31.48,Expired Ingredients
WST0000129,R004,M0137,2026-04-24,7.3,41.1,Quality Rejection
WST0000130,R006,M0047,2026-07-21,4.6,35.74,Spoilage
WST0000131,R013,M0130,2026-04-06,12.1,145.68,Expired Ingredients
WST0000132,R009,M0102,2026-09-20,11.9,104.12,Expired Ingredients
WST0000133,R009,M0081,2026-04-13,8.6,38.18,Quality Rejection
WST0000134,R016,M0093,2026-06-13,2.5,32.98,Spoilage
WST0000135,R009,M0059,2026-01-31,5.1,70.58,Spoilage
WST0000136,R012,M0052,2026-09-16,5.1,37.89,Overproduction
WST0000137,R009,M0058,2026-08-06,0.6,2.06,Preparation Waste
WST0000138,R002,M0052,2026-08-31,11.4,84.7,Spoilage
WST0000139,R007,M0120,2025-08-17,3.8,27.36,Overproduction
WST0000140,R017,M0102,2026-05-30,12.2,106.75,Customer Return
WST0000141,R020,M0022,2026-01-07,13.7,121.66,Overproduction
WST0000142,R016,M0121,2025-09-30,9.0,46.44,Quality Rejection
WST0000143,R011,M0011,2025-09-08,3.9,22.74,Customer Return
WST0000144,R008,M0090,2026-01-04,3.6,18.83,Preparation Waste
WST0000145,R016,M0022,2025-10-30,6.8,60.38,Spoilage
WST0000146,R012,M0094,2026-04-08,6.8,50.25,Overproduction
WST0000147,R016,M0137,2026-05-18,5.9,33.22,Quality Rejection
WST0000148,R004,M0078,2026-04-18,4.4,24.07,Overproduction
WST0000149,R018,M0017,2025-10-14,0.7,2.92,Spoilage
WST0000150,R019,M0067,2025-10-25,0.8,4.85,Overproduction
WST0000151,R018,M0159,2026-04-10,0.8,5.45,Preparation Waste
WST0000152,R009,M0015,2026-03-14,2.8,18.7,Customer Return
WST0000153,R011,M0115,2026-07-31,3.9,35.8,Customer Return
WST0000154,R018,M0121,2026-08-05,12.3,63.47,Preparation Waste
WST0000155,R009,M0070,2026-09-12,4.5,54.81,Preparation Waste
WST0000156,R008,M0052,2026-02-07,6.3,46.81,Overproduction
WST0000157,R010,M0030,2026-09-06,3.4,22.98,Overproduction
WST0000158,R009,M0094,2026-03-19,11.3,83.51,Overproduction
WST0000159,R002,M0053,2025-10-13,6.4,39.55,Quality Rejection
WST0000160,R016,M0142,2025-10-08,5.6,68.38,Expired Ingredients
WST0000161,R010,M0016,2025-09-15,12.5,36.5,Preparation Waste
WST0000162,R004,M0094,2025-12-24,12.3,90.9,Spoilage
WST0000163,R008,M0132,2026-08-07,7.1,21.58,Preparation Waste
WST0000164,R020,M0160,2026-09-03,2.3,21.04,Spoilage
WST0000165,R001,M0046,2025-08-30,4.9,48.46,Preparation Waste
WST0000166,R005,M0024,2025-10-08,2.3,7.98,Overproduction
WST0000167,R009,M0059,2026-01-06,5.6,77.5,Preparation Waste
WST0000168,R002,M0134,2026-06-13,11.3,149.95,Spoilage
WST0000169,R004,M0011,2026-08-03,1.2,7.0,Overproduction
WST0000170,R007,M0142,2026-04-21,12.7,155.07,Overproduction
WST0000171,R017,M0082,2026-02-23,8.7,58.2,Overproduction
WST0000172,R007,M0147,2025-10-12,2.6,29.48,Customer Return
WST0000173,R011,M0094,2026-04-02,13.0,96.07,Spoilage
WST0000174,R009,M0052,2026-07-28,12.4,92.13,Overproduction
WST0000175,R013,M0063,2026-07-04,3.2,27.42,Spoilage
WST0000176,R011,M0086,2026-05-12,3.0,22.95,Overproduction
WST0000177,R005,M0142,2026-03-14,8.5,103.79,Customer Return
WST0000178,R002,M0095,2026-03-29,6.1,26.11,Preparation Waste
WST0000179,R003,M0134,2026-05-28,6.7,88.91,Overproduction
WST0000180,R014,M0014,2026-06-14,4.8,24.24,Quality Rejection
WST0000181,R016,M0060,2026-08-17,12.8,165.38,Preparation Waste
WST0000182,R006,M0048,2026-04-24,3.6,11.88,Overproduction
WST0000183,R002,M0053,2026-04-05,10.9,67.36,Overproduction
WST0000184,R003,M0157,2025-11-07,9.4,32.24,Quality Rejection
WST0000185,R017,M0131,2026-05-29,4.1,38.58,Quality Rejection
WST0000186,R008,M0148,2026-04-01,7.9,45.82,Preparation Waste
WST0000187,R005,M0071,2025-12-11,0.9,10.66,Spoilage
WST0000188,R005,M0121,2025-09-25,5.9,30.44,Quality Rejection
WST0000189,R006,M0109,2026-06-19,0.9,11.9,Customer Return
WST0000190,R013,M0098,2026-07-11,6.5,70.85,Overproduction
WST0000191,R018,M0112,2025-09-11,4.6,32.61,Overproduction
WST0000192,R015,M0016,2025-10-11,13.0,37.96,Spoilage
WST0000193,R006,M0095,2025-12-11,8.8,37.66,Expired Ingredients
WST0000194,R012,M0039,2025-09-13,2.8,23.63,Overproduction
WST0000195,R011,M0048,2026-02-02,4.1,13.53,Preparation Waste
WST0000196,R006,M0098,2026-08-23,6.2,67.58,Customer Return
WST0000197,R013,M0156,2026-02-25,0.8,7.06,Overproduction
WST0000198,R010,M0134,2026-06-08,7.1,94.22,Customer Return
WST0000199,R015,M0094,2026-01-01,9.8,72.42,Preparation Waste
WST0000200,R001,M0067,2025-08-31,1.1,6.67,Preparation Waste
